target_key,scheme,subset,split_id,method,predictors,seed,feature,shap_mean_abs
peonidina_3_o_acetilglucosido_mgeqmv_kg,lofo_mixed,mixed,IDAHUE,LOFO,VPD_medio_acum,42,VPD_medio_acum,3.681189474126347
peonidina_3_o_acetilglucosido_mgeqmv_kg,lofo_mixed,mixed,KEULE,LOFO,VPD_medio_acum,42,VPD_medio_acum,1.1640902314218726
peonidina_3_o_acetilglucosido_mgeqmv_kg,lofo_mixed,mixed,LOURDES,LOFO,VPD_medio_acum,42,VPD_medio_acum,1.896746686005891
peonidina_3_o_acetilglucosido_mgeqmv_kg,lofo_mixed,mixed,NILAHUE,LOFO,VPD_medio_acum,42,VPD_medio_acum,3.25848735737059
peonidina_3_o_acetilglucosido_mgeqmv_kg,lofo_mixed,mixed,PEUMO,LOFO,VPD_medio_acum,42,VPD_medio_acum,1.9055301536474367
peonidina_3_o_acetilglucosido_mgeqmv_kg,lofo_mixed,mixed,VILLA ALEGRE,LOFO,VPD_medio_acum,42,VPD_medio_acum,3.0081786548747207
peonidina_3_o_acetilglucosido_mgeqmv_kg,lofo_mixed,mixed,IDAHUE,LOFO,VPD_medio_acum,123,VPD_medio_acum,3.8796124683104964
peonidina_3_o_acetilglucosido_mgeqmv_kg,lofo_mixed,mixed,KEULE,LOFO,VPD_medio_acum,123,VPD_medio_acum,1.2113199015025555
peonidina_3_o_acetilglucosido_mgeqmv_kg,lofo_mixed,mixed,LOURDES,LOFO,VPD_medio_acum,123,VPD_medio_acum,1.8119220058073924
peonidina_3_o_acetilglucosido_mgeqmv_kg,lofo_mixed,mixed,NILAHUE,LOFO,VPD_medio_acum,123,VPD_medio_acum,3.17957287943627
peonidina_3_o_acetilglucosido_mgeqmv_kg,lofo_mixed,mixed,PEUMO,LOFO,VPD_medio_acum,123,VPD_medio_acum,1.9484218338215482
peonidina_3_o_acetilglucosido_mgeqmv_kg,lofo_mixed,mixed,VILLA ALEGRE,LOFO,VPD_medio_acum,123,VPD_medio_acum,2.7769510265871107
peonidina_3_o_acetilglucosido_mgeqmv_kg,lofo_mixed,mixed,IDAHUE,LOFO,VPD_medio_acum,2026,VPD_medio_acum,3.7329463156513656
peonidina_3_o_acetilglucosido_mgeqmv_kg,lofo_mixed,mixed,KEULE,LOFO,VPD_medio_acum,2026,VPD_medio_acum,1.1998518488361183
peonidina_3_o_acetilglucosido_mgeqmv_kg,lofo_mixed,mixed,LOURDES,LOFO,VPD_medio_acum,2026,VPD_medio_acum,1.8373385657469052
peonidina_3_o_acetilglucosido_mgeqmv_kg,lofo_mixed,mixed,NILAHUE,LOFO,VPD_medio_acum,2026,VPD_medio_acum,3.2806457298575333
peonidina_3_o_acetilglucosido_mgeqmv_kg,lofo_mixed,mixed,PEUMO,LOFO,VPD_medio_acum,2026,VPD_medio_acum,1.952767094741798
peonidina_3_o_acetilglucosido_mgeqmv_kg,lofo_mixed,mixed,VILLA ALEGRE,LOFO,VPD_medio_acum,2026,VPD_medio_acum,2.7374685480229366
