target_key,scheme,subset,split_id,method,predictors,seed,feature,shap_mean_abs
suma_antocianinas_totales_mgeqmv_kg,lofo_mixed,mixed,IDAHUE,LOFO,VPD_medio_acum,42,VPD_medio_acum,77.93303444250039
suma_antocianinas_totales_mgeqmv_kg,lofo_mixed,mixed,KEULE,LOFO,VPD_medio_acum,42,VPD_medio_acum,170.15039529951918
suma_antocianinas_totales_mgeqmv_kg,lofo_mixed,mixed,LOURDES,LOFO,VPD_medio_acum,42,VPD_medio_acum,137.42423226527973
suma_antocianinas_totales_mgeqmv_kg,lofo_mixed,mixed,NILAHUE,LOFO,VPD_medio_acum,42,VPD_medio_acum,69.91251781518343
suma_antocianinas_totales_mgeqmv_kg,lofo_mixed,mixed,PEUMO,LOFO,VPD_medio_acum,42,VPD_medio_acum,105.49431171853202
suma_antocianinas_totales_mgeqmv_kg,lofo_mixed,mixed,VILLA ALEGRE,LOFO,VPD_medio_acum,42,VPD_medio_acum,160.0677983081
suma_antocianinas_totales_mgeqmv_kg,lofo_mixed,mixed,IDAHUE,LOFO,VPD_medio_acum,123,VPD_medio_acum,63.93229705242203
suma_antocianinas_totales_mgeqmv_kg,lofo_mixed,mixed,KEULE,LOFO,VPD_medio_acum,123,VPD_medio_acum,169.69435704622822
suma_antocianinas_totales_mgeqmv_kg,lofo_mixed,mixed,LOURDES,LOFO,VPD_medio_acum,123,VPD_medio_acum,150.48548679309783
suma_antocianinas_totales_mgeqmv_kg,lofo_mixed,mixed,NILAHUE,LOFO,VPD_medio_acum,123,VPD_medio_acum,79.82188740644384
suma_antocianinas_totales_mgeqmv_kg,lofo_mixed,mixed,PEUMO,LOFO,VPD_medio_acum,123,VPD_medio_acum,97.92463701727063
suma_antocianinas_totales_mgeqmv_kg,lofo_mixed,mixed,VILLA ALEGRE,LOFO,VPD_medio_acum,123,VPD_medio_acum,151.12552456922555
suma_antocianinas_totales_mgeqmv_kg,lofo_mixed,mixed,IDAHUE,LOFO,VPD_medio_acum,2026,VPD_medio_acum,76.0898359963721
suma_antocianinas_totales_mgeqmv_kg,lofo_mixed,mixed,KEULE,LOFO,VPD_medio_acum,2026,VPD_medio_acum,169.4807454493949
suma_antocianinas_totales_mgeqmv_kg,lofo_mixed,mixed,LOURDES,LOFO,VPD_medio_acum,2026,VPD_medio_acum,151.09892267986362
suma_antocianinas_totales_mgeqmv_kg,lofo_mixed,mixed,NILAHUE,LOFO,VPD_medio_acum,2026,VPD_medio_acum,76.89696929918865
suma_antocianinas_totales_mgeqmv_kg,lofo_mixed,mixed,PEUMO,LOFO,VPD_medio_acum,2026,VPD_medio_acum,96.74797168939264
suma_antocianinas_totales_mgeqmv_kg,lofo_mixed,mixed,VILLA ALEGRE,LOFO,VPD_medio_acum,2026,VPD_medio_acum,157.36665266610686
