model,scheme,subset,split_id,method,predictors,n_predictors,n_train,n_test,mae,r2,equation,complexity,target_key,target_column,seed
rf,lofo_mixed,mixed,IDAHUE,LOFO,VPD_medio_acum,1,24,4,370.26865639176754,-65.58471770554874,,,suma_antocianinas_totales_mgeqmv_kg,SUMA_ANTOCIANINAS_TOTALES(mgEqMv/Kg),42
rf,lofo_mixed,mixed,KEULE,LOFO,VPD_medio_acum,1,24,4,213.56061629574074,-6.81176303367193,,,suma_antocianinas_totales_mgeqmv_kg,SUMA_ANTOCIANINAS_TOTALES(mgEqMv/Kg),42
rf,lofo_mixed,mixed,LOURDES,LOFO,VPD_medio_acum,1,20,8,256.5915575385369,-5.174107292922236,,,suma_antocianinas_totales_mgeqmv_kg,SUMA_ANTOCIANINAS_TOTALES(mgEqMv/Kg),42
rf,lofo_mixed,mixed,NILAHUE,LOFO,VPD_medio_acum,1,24,4,120.56093608036653,-0.22239245257385298,,,suma_antocianinas_totales_mgeqmv_kg,SUMA_ANTOCIANINAS_TOTALES(mgEqMv/Kg),42
rf,lofo_mixed,mixed,PEUMO,LOFO,VPD_medio_acum,1,24,4,67.12784671391296,-1.3238086445449047,,,suma_antocianinas_totales_mgeqmv_kg,SUMA_ANTOCIANINAS_TOTALES(mgEqMv/Kg),42
rf,lofo_mixed,mixed,VILLA ALEGRE,LOFO,VPD_medio_acum,1,24,4,592.3081268122766,-18.828632964197666,,,suma_antocianinas_totales_mgeqmv_kg,SUMA_ANTOCIANINAS_TOTALES(mgEqMv/Kg),42
rf,lofo_mixed,mixed,IDAHUE,LOFO,VPD_medio_acum,1,24,4,354.39503200619345,-60.00439641575948,,,suma_antocianinas_totales_mgeqmv_kg,SUMA_ANTOCIANINAS_TOTALES(mgEqMv/Kg),123
rf,lofo_mixed,mixed,KEULE,LOFO,VPD_medio_acum,1,24,4,219.2127582895275,-7.179613339403886,,,suma_antocianinas_totales_mgeqmv_kg,SUMA_ANTOCIANINAS_TOTALES(mgEqMv/Kg),123
rf,lofo_mixed,mixed,LOURDES,LOFO,VPD_medio_acum,1,20,8,259.93574575817206,-5.351678206053079,,,suma_antocianinas_totales_mgeqmv_kg,SUMA_ANTOCIANINAS_TOTALES(mgEqMv/Kg),123
rf,lofo_mixed,mixed,NILAHUE,LOFO,VPD_medio_acum,1,24,4,120.33918037214923,-0.21882334324403363,,,suma_antocianinas_totales_mgeqmv_kg,SUMA_ANTOCIANINAS_TOTALES(mgEqMv/Kg),123
rf,lofo_mixed,mixed,PEUMO,LOFO,VPD_medio_acum,1,24,4,67.61950280095556,-1.3748677152936062,,,suma_antocianinas_totales_mgeqmv_kg,SUMA_ANTOCIANINAS_TOTALES(mgEqMv/Kg),123
rf,lofo_mixed,mixed,VILLA ALEGRE,LOFO,VPD_medio_acum,1,24,4,587.8511859646711,-18.56188768634087,,,suma_antocianinas_totales_mgeqmv_kg,SUMA_ANTOCIANINAS_TOTALES(mgEqMv/Kg),123
rf,lofo_mixed,mixed,IDAHUE,LOFO,VPD_medio_acum,1,24,4,369.3568655460635,-65.31604136411883,,,suma_antocianinas_totales_mgeqmv_kg,SUMA_ANTOCIANINAS_TOTALES(mgEqMv/Kg),2026
rf,lofo_mixed,mixed,KEULE,LOFO,VPD_medio_acum,1,24,4,213.20200613030147,-6.784774020225262,,,suma_antocianinas_totales_mgeqmv_kg,SUMA_ANTOCIANINAS_TOTALES(mgEqMv/Kg),2026
rf,lofo_mixed,mixed,LOURDES,LOFO,VPD_medio_acum,1,20,8,260.77815642122107,-5.44223229864054,,,suma_antocianinas_totales_mgeqmv_kg,SUMA_ANTOCIANINAS_TOTALES(mgEqMv/Kg),2026
rf,lofo_mixed,mixed,NILAHUE,LOFO,VPD_medio_acum,1,24,4,120.18664716418189,-0.21638511457358378,,,suma_antocianinas_totales_mgeqmv_kg,SUMA_ANTOCIANINAS_TOTALES(mgEqMv/Kg),2026
rf,lofo_mixed,mixed,PEUMO,LOFO,VPD_medio_acum,1,24,4,64.53011019003824,-1.2296871224084702,,,suma_antocianinas_totales_mgeqmv_kg,SUMA_ANTOCIANINAS_TOTALES(mgEqMv/Kg),2026
rf,lofo_mixed,mixed,VILLA ALEGRE,LOFO,VPD_medio_acum,1,24,4,594.589525532293,-18.996326366686112,,,suma_antocianinas_totales_mgeqmv_kg,SUMA_ANTOCIANINAS_TOTALES(mgEqMv/Kg),2026
