target_key,scheme,subset,split_id,method,predictors,seed,feature,shap_mean_abs
taninos_mg_baya,cv5_mixed,mixed,1,CV5,GDA,42,GDA,0.5888399179380248
taninos_mg_baya,cv5_mixed,mixed,2,CV5,GDA,42,GDA,0.23513104595083684
taninos_mg_baya,cv5_mixed,mixed,3,CV5,GDA,42,GDA,0.2251391046992477
taninos_mg_baya,cv5_mixed,mixed,4,CV5,GDA,42,GDA,0.4537518007629308
taninos_mg_baya,cv5_mixed,mixed,5,CV5,GDA,42,GDA,0.2879388657685889
taninos_mg_baya,cv5_mixed,mixed,1,CV5,GDA,123,GDA,0.42279657134663323
taninos_mg_baya,cv5_mixed,mixed,2,CV5,GDA,123,GDA,0.24379717762189915
taninos_mg_baya,cv5_mixed,mixed,3,CV5,GDA,123,GDA,0.3093276718824102
taninos_mg_baya,cv5_mixed,mixed,4,CV5,GDA,123,GDA,0.3571227127107556
taninos_mg_baya,cv5_mixed,mixed,5,CV5,GDA,123,GDA,0.31980155619262646
taninos_mg_baya,cv5_mixed,mixed,1,CV5,GDA,2026,GDA,0.3610602077708771
taninos_mg_baya,cv5_mixed,mixed,2,CV5,GDA,2026,GDA,0.4453194003816025
taninos_mg_baya,cv5_mixed,mixed,3,CV5,GDA,2026,GDA,0.2737421792024092
taninos_mg_baya,cv5_mixed,mixed,4,CV5,GDA,2026,GDA,0.09107008680210252
taninos_mg_baya,cv5_mixed,mixed,5,CV5,GDA,2026,GDA,0.373983922182572
