model,scheme,subset,split_id,method,predictors,n_predictors,n_train,n_test,mae,r2,equation,complexity,target_key,target_column
pysr,cv5_mixed,mixed,1,CV5,GDA,1,56,15,0.5575769952880859,0.030307518188615767,exp((((GDA + 0.0006016246) - GDA) * GDA) + -0.05758316),10,antocianinas_mg_baya,antocianinas(mg/baya)
pysr,cv5_mixed,mixed,2,CV5,GDA,1,57,14,0.8068973803863526,-0.19016771926337284,(GDA * -6.0194932e-5) + exp(GDA * 0.000580719),8,antocianinas_mg_baya,antocianinas(mg/baya)
pysr,cv5_mixed,mixed,3,CV5,GDA,1,57,14,0.8259929112646921,-0.03240268976925842,exp(((GDA - (GDA + -0.00056689867)) * GDA) + -0.037543412),10,antocianinas_mg_baya,antocianinas(mg/baya)
pysr,cv5_mixed,mixed,4,CV5,GDA,1,57,14,0.5782594072472709,0.24700184474047215,exp(0.83266073 / (GDA - 1749.244)) + (GDA * 0.0010087737),10,antocianinas_mg_baya,antocianinas(mg/baya)
pysr,cv5_mixed,mixed,5,CV5,GDA,1,57,14,0.6054222844794138,-0.2246020604388439,(exp(GDA / 1311.2273) + 1.4477516) * 0.53394955,8,antocianinas_mg_baya,antocianinas(mg/baya)
