target_key,scheme,subset,split_id,method,predictors,seed,feature,shap_mean_abs
delfinidina_3_o_glucosido_mgeqmv_kg,cv5_mixed,mixed,1,CV5,GDA,42,GDA,13.96543557765954
delfinidina_3_o_glucosido_mgeqmv_kg,cv5_mixed,mixed,2,CV5,GDA,42,GDA,18.98661144043081
delfinidina_3_o_glucosido_mgeqmv_kg,cv5_mixed,mixed,3,CV5,GDA,42,GDA,22.625030052058197
delfinidina_3_o_glucosido_mgeqmv_kg,cv5_mixed,mixed,4,CV5,GDA,42,GDA,25.655251832983264
delfinidina_3_o_glucosido_mgeqmv_kg,cv5_mixed,mixed,5,CV5,GDA,42,GDA,12.787561923636856
delfinidina_3_o_glucosido_mgeqmv_kg,cv5_mixed,mixed,1,CV5,GDA,123,GDA,23.092454543269668
delfinidina_3_o_glucosido_mgeqmv_kg,cv5_mixed,mixed,2,CV5,GDA,123,GDA,29.625031169358703
delfinidina_3_o_glucosido_mgeqmv_kg,cv5_mixed,mixed,3,CV5,GDA,123,GDA,14.342608430165185
delfinidina_3_o_glucosido_mgeqmv_kg,cv5_mixed,mixed,4,CV5,GDA,123,GDA,27.10358310072915
delfinidina_3_o_glucosido_mgeqmv_kg,cv5_mixed,mixed,5,CV5,GDA,123,GDA,20.10710122461071
delfinidina_3_o_glucosido_mgeqmv_kg,cv5_mixed,mixed,1,CV5,GDA,2026,GDA,19.79642891575966
delfinidina_3_o_glucosido_mgeqmv_kg,cv5_mixed,mixed,2,CV5,GDA,2026,GDA,25.045839166527752
delfinidina_3_o_glucosido_mgeqmv_kg,cv5_mixed,mixed,3,CV5,GDA,2026,GDA,25.215882281962717
delfinidina_3_o_glucosido_mgeqmv_kg,cv5_mixed,mixed,4,CV5,GDA,2026,GDA,3.9361137645824784
delfinidina_3_o_glucosido_mgeqmv_kg,cv5_mixed,mixed,5,CV5,GDA,2026,GDA,15.288893068942716
