fundo,Fundo,temporada,variedad,biofix_tipo,biofix_fecha,t0_operativo,t0_latitudinal,fecha_brotacion_ELP4,fecha_inicio_ventana,fecha_fin_ventana,fecha_fondo_valle,metrica_valle,valor_minimo_valle,dias_biofix_vs_valle,gdd_entre_biofix_y_t0,gdd_entre_biofix_y_brotacion,gdd_previo_a_t0_desde_inicio_ventana,actividad_termica_en_biofix,diagnostico_valle,comentario_metodologico,fuente_clima,archivo_origen
nilahue,Nilahue,2025_2026,carmenere,t0_latitudinal,2025-08-21,2025-08-28,2025-08-21,2025-09-04,2024-12-31,2026-05-18,2025-06-25,promedio_movil_14d_temp_media,6.86,57,16.36,35.15,1260.65,10.89,posterior_al_valle,Biofix (2025-08-21) posterior al fondo invernal (2025-06-25) en 57 días; omite calentamiento temprano.,Zentra,data/processed/phenology_climate/nilahue_carmenere_2025_2026.xlsx
qba_seca,Quebrada Seca,2025_2026,carmenere,1_mayo,2025-05-01,2025-08-02,2025-07-31,2025-08-11,2024-12-31,2026-05-18,2025-07-15,promedio_movil_14d_temp_media,10.72,-75,336.59,378.29,1343.92,14.88,anterior_al_valle,Biofix (2025-05-01) precede al fondo invernal (2025-07-15) en 75 días; arrastra 336.6 GDD de calor otoñal previo a T0.,Datavid,data/processed/phenology_climate/qba_seca_carmenere_2025_2026.xlsx
qba_seca,Quebrada Seca,2025_2026,carmenere,15_mayo,2025-05-15,2025-08-02,2025-07-31,2025-08-11,2024-12-31,2026-05-18,2025-07-15,promedio_movil_14d_temp_media,10.72,-61,266.5,308.2,1343.92,15.02,anterior_al_valle,Biofix (2025-05-15) precede al fondo invernal (2025-07-15) en 61 días; arrastra 266.5 GDD de calor otoñal previo a T0.,Datavid,data/processed/phenology_climate/qba_seca_carmenere_2025_2026.xlsx
qba_seca,Quebrada Seca,2025_2026,carmenere,1_junio,2025-06-01,2025-08-02,2025-07-31,2025-08-11,2024-12-31,2026-05-18,2025-07-15,promedio_movil_14d_temp_media,10.72,-44,181.98,223.69,1343.92,12.55,anterior_al_valle,Biofix (2025-06-01) precede al fondo invernal (2025-07-15) en 44 días; arrastra 182.0 GDD de calor otoñal previo a T0.,Datavid,data/processed/phenology_climate/qba_seca_carmenere_2025_2026.xlsx
qba_seca,Quebrada Seca,2025_2026,carmenere,solsticio_invierno,2025-06-21,2025-08-02,2025-07-31,2025-08-11,2024-12-31,2026-05-18,2025-07-15,promedio_movil_14d_temp_media,10.72,-24,121.51,163.22,1343.92,11.72,anterior_al_valle,Biofix (2025-06-21) precede al fondo invernal (2025-07-15) en 24 días; arrastra 121.5 GDD de calor otoñal previo a T0.,Datavid,data/processed/phenology_climate/qba_seca_carmenere_2025_2026.xlsx
qba_seca,Quebrada Seca,2025_2026,carmenere,1_julio,2025-07-01,2025-08-02,2025-07-31,2025-08-11,2024-12-31,2026-05-18,2025-07-15,promedio_movil_14d_temp_media,10.72,-14,93.1,134.8,1343.92,12.73,cercano_al_valle,"Biofix (2025-07-01) cae en la ventana fisiológica del fondo térmico invernal (2025-07-15, -14d).",Datavid,data/processed/phenology_climate/qba_seca_carmenere_2025_2026.xlsx
qba_seca,Quebrada Seca,2025_2026,carmenere,1_agosto,2025-08-01,2025-08-02,2025-07-31,2025-08-11,2024-12-31,2026-05-18,2025-07-15,promedio_movil_14d_temp_media,10.72,17,2.33,44.03,1343.92,12.95,cercano_al_valle,"Biofix (2025-08-01) cae en la ventana fisiológica del fondo térmico invernal (2025-07-15, +17d).",Datavid,data/processed/phenology_climate/qba_seca_carmenere_2025_2026.xlsx
qba_seca,Quebrada Seca,2025_2026,carmenere,15_agosto,2025-08-15,2025-08-02,2025-07-31,2025-08-11,2024-12-31,2026-05-18,2025-07-15,promedio_movil_14d_temp_media,10.72,31,-50.71,,1343.92,12.78,posterior_al_valle,Biofix (2025-08-15) posterior al fondo invernal (2025-07-15) en 31 días; omite calentamiento temprano.,Datavid,data/processed/phenology_climate/qba_seca_carmenere_2025_2026.xlsx
qba_seca,Quebrada Seca,2025_2026,carmenere,1_septiembre,2025-09-01,2025-08-02,2025-07-31,2025-08-11,2024-12-31,2026-05-18,2025-07-15,promedio_movil_14d_temp_media,10.72,48,-100.45,,1343.92,12.66,posterior_al_valle,Biofix (2025-09-01) posterior al fondo invernal (2025-07-15) en 48 días; omite calentamiento temprano.,Datavid,data/processed/phenology_climate/qba_seca_carmenere_2025_2026.xlsx
qba_seca,Quebrada Seca,2025_2026,carmenere,t0_operativo,2025-08-02,2025-08-02,2025-07-31,2025-08-11,2024-12-31,2026-05-18,2025-07-15,promedio_movil_14d_temp_media,10.72,18,0.0,41.7,1343.92,12.9,cercano_al_valle,"Biofix (2025-08-02) cae en la ventana fisiológica del fondo térmico invernal (2025-07-15, +18d).",Datavid,data/processed/phenology_climate/qba_seca_carmenere_2025_2026.xlsx
qba_seca,Quebrada Seca,2025_2026,carmenere,t0_latitudinal,2025-07-31,2025-08-02,2025-07-31,2025-08-11,2024-12-31,2026-05-18,2025-07-15,promedio_movil_14d_temp_media,10.72,16,5.63,47.33,1343.92,12.83,cercano_al_valle,"Biofix (2025-07-31) cae en la ventana fisiológica del fondo térmico invernal (2025-07-15, +16d).",Datavid,data/processed/phenology_climate/qba_seca_carmenere_2025_2026.xlsx
ucuquer,Ucuquer,2025_2026,carmenere,1_mayo,2025-05-01,2025-08-13,2025-08-17,2025-08-27,2024-12-31,2026-05-18,2025-06-25,promedio_movil_14d_temp_media,8.91,-55,282.26,324.02,1198.53,14.24,anterior_al_valle,Biofix (2025-05-01) precede al fondo invernal (2025-06-25) en 55 días; arrastra 282.3 GDD de calor otoñal previo a T0.,Datavid,data/processed/phenology_climate/ucuquer_carmenere_2025_2026.xlsx
ucuquer,Ucuquer,2025_2026,carmenere,15_mayo,2025-05-15,2025-08-13,2025-08-17,2025-08-27,2024-12-31,2026-05-18,2025-06-25,promedio_movil_14d_temp_media,8.91,-41,221.77,263.53,1198.53,13.8,anterior_al_valle,Biofix (2025-05-15) precede al fondo invernal (2025-06-25) en 41 días; arrastra 221.8 GDD de calor otoñal previo a T0.,Datavid,data/processed/phenology_climate/ucuquer_carmenere_2025_2026.xlsx
ucuquer,Ucuquer,2025_2026,carmenere,1_junio,2025-06-01,2025-08-13,2025-08-17,2025-08-27,2024-12-31,2026-05-18,2025-06-25,promedio_movil_14d_temp_media,8.91,-24,163.02,204.78,1198.53,11.31,anterior_al_valle,Biofix (2025-06-01) precede al fondo invernal (2025-06-25) en 24 días; arrastra 163.0 GDD de calor otoñal previo a T0.,Datavid,data/processed/phenology_climate/ucuquer_carmenere_2025_2026.xlsx
ucuquer,Ucuquer,2025_2026,carmenere,solsticio_invierno,2025-06-21,2025-08-13,2025-08-17,2025-08-27,2024-12-31,2026-05-18,2025-06-25,promedio_movil_14d_temp_media,8.91,-4,123.54,165.3,1198.53,9.51,cercano_al_valle,"Biofix (2025-06-21) cae en la ventana fisiológica del fondo térmico invernal (2025-06-25, -4d).",Datavid,data/processed/phenology_climate/ucuquer_carmenere_2025_2026.xlsx
ucuquer,Ucuquer,2025_2026,carmenere,1_julio,2025-07-01,2025-08-13,2025-08-17,2025-08-27,2024-12-31,2026-05-18,2025-06-25,promedio_movil_14d_temp_media,8.91,6,113.6,155.36,1198.53,10.03,cercano_al_valle,"Biofix (2025-07-01) cae en la ventana fisiológica del fondo térmico invernal (2025-06-25, +6d).",Datavid,data/processed/phenology_climate/ucuquer_carmenere_2025_2026.xlsx
ucuquer,Ucuquer,2025_2026,carmenere,1_agosto,2025-08-01,2025-08-13,2025-08-17,2025-08-27,2024-12-31,2026-05-18,2025-06-25,promedio_movil_14d_temp_media,8.91,37,35.87,77.63,1198.53,11.97,posterior_al_valle,Biofix (2025-08-01) posterior al fondo invernal (2025-06-25) en 37 días; omite calentamiento temprano.,Datavid,data/processed/phenology_climate/ucuquer_carmenere_2025_2026.xlsx
ucuquer,Ucuquer,2025_2026,carmenere,15_agosto,2025-08-15,2025-08-13,2025-08-17,2025-08-27,2024-12-31,2026-05-18,2025-06-25,promedio_movil_14d_temp_media,8.91,51,-7.58,34.18,1198.53,12.38,posterior_al_valle,Biofix (2025-08-15) posterior al fondo invernal (2025-06-25) en 51 días; omite calentamiento temprano.,Datavid,data/processed/phenology_climate/ucuquer_carmenere_2025_2026.xlsx
ucuquer,Ucuquer,2025_2026,carmenere,1_septiembre,2025-09-01,2025-08-13,2025-08-17,2025-08-27,2024-12-31,2026-05-18,2025-06-25,promedio_movil_14d_temp_media,8.91,68,-51.42,,1198.53,11.8,posterior_al_valle,Biofix (2025-09-01) posterior al fondo invernal (2025-06-25) en 68 días; omite calentamiento temprano.,Datavid,data/processed/phenology_climate/ucuquer_carmenere_2025_2026.xlsx
ucuquer,Ucuquer,2025_2026,carmenere,t0_operativo,2025-08-13,2025-08-13,2025-08-17,2025-08-27,2024-12-31,2026-05-18,2025-06-25,promedio_movil_14d_temp_media,8.91,49,0.0,41.76,1198.53,12.59,posterior_al_valle,Biofix (2025-08-13) posterior al fondo invernal (2025-06-25) en 49 días; omite calentamiento temprano.,Datavid,data/processed/phenology_climate/ucuquer_carmenere_2025_2026.xlsx
ucuquer,Ucuquer,2025_2026,carmenere,t0_latitudinal,2025-08-17,2025-08-13,2025-08-17,2025-08-27,2024-12-31,2026-05-18,2025-06-25,promedio_movil_14d_temp_media,8.91,53,-14.41,27.35,1198.53,12.14,posterior_al_valle,Biofix (2025-08-17) posterior al fondo invernal (2025-06-25) en 53 días; omite calentamiento temprano.,Datavid,data/processed/phenology_climate/ucuquer_carmenere_2025_2026.xlsx
idahue,Idahue,2025_2026,chardonnay,1_mayo,2025-05-01,2025-08-11,2025-08-20,2025-09-19,2024-12-31,2026-05-18,2025-06-24,promedio_movil_14d_temp_media,5.66,-54,201.51,328.65,1283.6,12.56,anterior_al_valle,Biofix (2025-05-01) precede al fondo invernal (2025-06-24) en 54 días; arrastra 201.5 GDD de calor otoñal previo a T0.,Zentra,data/processed/phenology_climate/idahue_chardonnay_2025_2026.xlsx
idahue,Idahue,2025_2026,chardonnay,15_mayo,2025-05-15,2025-08-11,2025-08-20,2025-09-19,2024-12-31,2026-05-18,2025-06-24,promedio_movil_14d_temp_media,5.66,-40,154.57,281.71,1283.6,11.58,anterior_al_valle,Biofix (2025-05-15) precede al fondo invernal (2025-06-24) en 40 días; arrastra 154.6 GDD de calor otoñal previo a T0.,Zentra,data/processed/phenology_climate/idahue_chardonnay_2025_2026.xlsx
idahue,Idahue,2025_2026,chardonnay,1_junio,2025-06-01,2025-08-11,2025-08-20,2025-09-19,2024-12-31,2026-05-18,2025-06-24,promedio_movil_14d_temp_media,5.66,-23,113.84,240.98,1283.6,8.83,anterior_al_valle,Biofix (2025-06-01) precede al fondo invernal (2025-06-24) en 23 días; arrastra 113.8 GDD de calor otoñal previo a T0.,Zentra,data/processed/phenology_climate/idahue_chardonnay_2025_2026.xlsx
idahue,Idahue,2025_2026,chardonnay,solsticio_invierno,2025-06-21,2025-08-11,2025-08-20,2025-09-19,2024-12-31,2026-05-18,2025-06-24,promedio_movil_14d_temp_media,5.66,-3,85.23,212.37,1283.6,6.62,cercano_al_valle,"Biofix (2025-06-21) cae en la ventana fisiológica del fondo térmico invernal (2025-06-24, -3d).",Zentra,data/processed/phenology_climate/idahue_chardonnay_2025_2026.xlsx
idahue,Idahue,2025_2026,chardonnay,1_julio,2025-07-01,2025-08-11,2025-08-20,2025-09-19,2024-12-31,2026-05-18,2025-06-24,promedio_movil_14d_temp_media,5.66,7,80.34,207.48,1283.6,7.53,cercano_al_valle,"Biofix (2025-07-01) cae en la ventana fisiológica del fondo térmico invernal (2025-06-24, +7d).",Zentra,data/processed/phenology_climate/idahue_chardonnay_2025_2026.xlsx
idahue,Idahue,2025_2026,chardonnay,1_agosto,2025-08-01,2025-08-11,2025-08-20,2025-09-19,2024-12-31,2026-05-18,2025-06-24,promedio_movil_14d_temp_media,5.66,38,20.61,147.75,1283.6,10.79,posterior_al_valle,Biofix (2025-08-01) posterior al fondo invernal (2025-06-24) en 38 días; omite calentamiento temprano.,Zentra,data/processed/phenology_climate/idahue_chardonnay_2025_2026.xlsx
idahue,Idahue,2025_2026,chardonnay,15_agosto,2025-08-15,2025-08-11,2025-08-20,2025-09-19,2024-12-31,2026-05-18,2025-06-24,promedio_movil_14d_temp_media,5.66,52,-14.44,112.7,1283.6,11.25,posterior_al_valle,Biofix (2025-08-15) posterior al fondo invernal (2025-06-24) en 52 días; omite calentamiento temprano.,Zentra,data/processed/phenology_climate/idahue_chardonnay_2025_2026.xlsx
idahue,Idahue,2025_2026,chardonnay,1_septiembre,2025-09-01,2025-08-11,2025-08-20,2025-09-19,2024-12-31,2026-05-18,2025-06-24,promedio_movil_14d_temp_media,5.66,69,-55.59,71.55,1283.6,11.27,posterior_al_valle,Biofix (2025-09-01) posterior al fondo invernal (2025-06-24) en 69 días; omite calentamiento temprano.,Zentra,data/processed/phenology_climate/idahue_chardonnay_2025_2026.xlsx
idahue,Idahue,2025_2026,chardonnay,t0_operativo,2025-08-11,2025-08-11,2025-08-20,2025-09-19,2024-12-31,2026-05-18,2025-06-24,promedio_movil_14d_temp_media,5.66,48,0.0,127.14,1283.6,11.38,posterior_al_valle,Biofix (2025-08-11) posterior al fondo invernal (2025-06-24) en 48 días; omite calentamiento temprano.,Zentra,data/processed/phenology_climate/idahue_chardonnay_2025_2026.xlsx
idahue,Idahue,2025_2026,chardonnay,t0_latitudinal,2025-08-20,2025-08-11,2025-08-20,2025-09-19,2024-12-31,2026-05-18,2025-06-24,promedio_movil_14d_temp_media,5.66,57,-28.09,99.05,1283.6,10.31,posterior_al_valle,Biofix (2025-08-20) posterior al fondo invernal (2025-06-24) en 57 días; omite calentamiento temprano.,Zentra,data/processed/phenology_climate/idahue_chardonnay_2025_2026.xlsx
keule,Keule,2025_2026,chardonnay,1_mayo,2025-05-01,2025-08-29,2025-08-27,2025-08-26,2025-05-18,2026-05-18,2025-06-26,promedio_movil_14d_temp_media,5.36,-56,166.03,161.18,166.03,,anterior_al_valle,Biofix (2025-05-01) precede al fondo invernal (2025-06-26) en 56 días; arrastra 166.0 GDD de calor otoñal previo a T0.,Zentra,data/processed/phenology_climate/keule_chardonnay_2025_2026.xlsx
keule,Keule,2025_2026,chardonnay,15_mayo,2025-05-15,2025-08-29,2025-08-27,2025-08-26,2025-05-18,2026-05-18,2025-06-26,promedio_movil_14d_temp_media,5.36,-42,166.03,161.18,166.03,,anterior_al_valle,Biofix (2025-05-15) precede al fondo invernal (2025-06-26) en 42 días; arrastra 166.0 GDD de calor otoñal previo a T0.,Zentra,data/processed/phenology_climate/keule_chardonnay_2025_2026.xlsx
keule,Keule,2025_2026,chardonnay,1_junio,2025-06-01,2025-08-29,2025-08-27,2025-08-26,2025-05-18,2026-05-18,2025-06-26,promedio_movil_14d_temp_media,5.36,-25,142.97,138.12,166.03,8.67,anterior_al_valle,Biofix (2025-06-01) precede al fondo invernal (2025-06-26) en 25 días; arrastra 143.0 GDD de calor otoñal previo a T0.,Zentra,data/processed/phenology_climate/keule_chardonnay_2025_2026.xlsx
keule,Keule,2025_2026,chardonnay,solsticio_invierno,2025-06-21,2025-08-29,2025-08-27,2025-08-26,2025-05-18,2026-05-18,2025-06-26,promedio_movil_14d_temp_media,5.36,-5,121.41,116.56,166.03,7.11,cercano_al_valle,"Biofix (2025-06-21) cae en la ventana fisiológica del fondo térmico invernal (2025-06-26, -5d).",Zentra,data/processed/phenology_climate/keule_chardonnay_2025_2026.xlsx
keule,Keule,2025_2026,chardonnay,1_julio,2025-07-01,2025-08-29,2025-08-27,2025-08-26,2025-05-18,2026-05-18,2025-06-26,promedio_movil_14d_temp_media,5.36,5,117.68,112.82,166.03,6.2,cercano_al_valle,"Biofix (2025-07-01) cae en la ventana fisiológica del fondo térmico invernal (2025-06-26, +5d).",Zentra,data/processed/phenology_climate/keule_chardonnay_2025_2026.xlsx
keule,Keule,2025_2026,chardonnay,1_agosto,2025-08-01,2025-08-29,2025-08-27,2025-08-26,2025-05-18,2026-05-18,2025-06-26,promedio_movil_14d_temp_media,5.36,36,66.56,61.71,166.03,10.95,posterior_al_valle,Biofix (2025-08-01) posterior al fondo invernal (2025-06-26) en 36 días; omite calentamiento temprano.,Zentra,data/processed/phenology_climate/keule_chardonnay_2025_2026.xlsx
keule,Keule,2025_2026,chardonnay,15_agosto,2025-08-15,2025-08-29,2025-08-27,2025-08-26,2025-05-18,2026-05-18,2025-06-26,promedio_movil_14d_temp_media,5.36,50,35.33,30.48,166.03,11.22,posterior_al_valle,Biofix (2025-08-15) posterior al fondo invernal (2025-06-26) en 50 días; omite calentamiento temprano.,Zentra,data/processed/phenology_climate/keule_chardonnay_2025_2026.xlsx
keule,Keule,2025_2026,chardonnay,1_septiembre,2025-09-01,2025-08-29,2025-08-27,2025-08-26,2025-05-18,2026-05-18,2025-06-26,promedio_movil_14d_temp_media,5.36,67,-8.03,,166.03,10.71,posterior_al_valle,Biofix (2025-09-01) posterior al fondo invernal (2025-06-26) en 67 días; omite calentamiento temprano.,Zentra,data/processed/phenology_climate/keule_chardonnay_2025_2026.xlsx
keule,Keule,2025_2026,chardonnay,t0_operativo,2025-08-29,2025-08-29,2025-08-27,2025-08-26,2025-05-18,2026-05-18,2025-06-26,promedio_movil_14d_temp_media,5.36,64,0.0,,166.03,10.26,posterior_al_valle,Biofix (2025-08-29) posterior al fondo invernal (2025-06-26) en 64 días; omite calentamiento temprano.,Zentra,data/processed/phenology_climate/keule_chardonnay_2025_2026.xlsx
keule,Keule,2025_2026,chardonnay,t0_latitudinal,2025-08-27,2025-08-29,2025-08-27,2025-08-26,2025-05-18,2026-05-18,2025-06-26,promedio_movil_14d_temp_media,5.36,62,4.85,,166.03,10.57,posterior_al_valle,Biofix (2025-08-27) posterior al fondo invernal (2025-06-26) en 62 días; omite calentamiento temprano.,Zentra,data/processed/phenology_climate/keule_chardonnay_2025_2026.xlsx
los_acacios,Los Acacios,2025_2026,chardonnay,1_mayo,2025-05-01,2025-08-28,2025-08-01,2025-09-01,2025-01-01,2026-05-20,2025-07-15,promedio_movil_14d_temp_media,9.69,-75,424.49,440.99,1418.38,14.22,anterior_al_valle,Biofix (2025-05-01) precede al fondo invernal (2025-07-15) en 75 días; arrastra 424.5 GDD de calor otoñal previo a T0.,INIA/Agromet,data/processed/phenology_climate/los_acacios_chardonnay_2025_2026.xlsx
los_acacios,Los Acacios,2025_2026,chardonnay,15_mayo,2025-05-15,2025-08-28,2025-08-01,2025-09-01,2025-01-01,2026-05-20,2025-07-15,promedio_movil_14d_temp_media,9.69,-61,353.87,370.37,1418.38,14.46,anterior_al_valle,Biofix (2025-05-15) precede al fondo invernal (2025-07-15) en 61 días; arrastra 353.9 GDD de calor otoñal previo a T0.,INIA/Agromet,data/processed/phenology_climate/los_acacios_chardonnay_2025_2026.xlsx
los_acacios,Los Acacios,2025_2026,chardonnay,1_junio,2025-06-01,2025-08-28,2025-08-01,2025-09-01,2025-01-01,2026-05-20,2025-07-15,promedio_movil_14d_temp_media,9.69,-44,271.11,287.61,1418.38,11.78,anterior_al_valle,Biofix (2025-06-01) precede al fondo invernal (2025-07-15) en 44 días; arrastra 271.1 GDD de calor otoñal previo a T0.,INIA/Agromet,data/processed/phenology_climate/los_acacios_chardonnay_2025_2026.xlsx
los_acacios,Los Acacios,2025_2026,chardonnay,solsticio_invierno,2025-06-21,2025-08-28,2025-08-01,2025-09-01,2025-01-01,2026-05-20,2025-07-15,promedio_movil_14d_temp_media,9.69,-24,213.35,229.85,1418.38,11.01,anterior_al_valle,Biofix (2025-06-21) precede al fondo invernal (2025-07-15) en 24 días; arrastra 213.4 GDD de calor otoñal previo a T0.,INIA/Agromet,data/processed/phenology_climate/los_acacios_chardonnay_2025_2026.xlsx
los_acacios,Los Acacios,2025_2026,chardonnay,1_julio,2025-07-01,2025-08-28,2025-08-01,2025-09-01,2025-01-01,2026-05-20,2025-07-15,promedio_movil_14d_temp_media,9.69,-14,184.12,200.61,1418.38,12.25,cercano_al_valle,"Biofix (2025-07-01) cae en la ventana fisiológica del fondo térmico invernal (2025-07-15, -14d).",INIA/Agromet,data/processed/phenology_climate/los_acacios_chardonnay_2025_2026.xlsx
los_acacios,Los Acacios,2025_2026,chardonnay,1_agosto,2025-08-01,2025-08-28,2025-08-01,2025-09-01,2025-01-01,2026-05-20,2025-07-15,promedio_movil_14d_temp_media,9.69,17,94.78,111.27,1418.38,12.81,cercano_al_valle,"Biofix (2025-08-01) cae en la ventana fisiológica del fondo térmico invernal (2025-07-15, +17d).",INIA/Agromet,data/processed/phenology_climate/los_acacios_chardonnay_2025_2026.xlsx
los_acacios,Los Acacios,2025_2026,chardonnay,15_agosto,2025-08-15,2025-08-28,2025-08-01,2025-09-01,2025-01-01,2026-05-20,2025-07-15,promedio_movil_14d_temp_media,9.69,31,39.05,55.54,1418.38,12.72,posterior_al_valle,Biofix (2025-08-15) posterior al fondo invernal (2025-07-15) en 31 días; omite calentamiento temprano.,INIA/Agromet,data/processed/phenology_climate/los_acacios_chardonnay_2025_2026.xlsx
los_acacios,Los Acacios,2025_2026,chardonnay,1_septiembre,2025-09-01,2025-08-28,2025-08-01,2025-09-01,2025-01-01,2026-05-20,2025-07-15,promedio_movil_14d_temp_media,9.69,48,-12.24,4.26,1418.38,12.35,posterior_al_valle,Biofix (2025-09-01) posterior al fondo invernal (2025-07-15) en 48 días; omite calentamiento temprano.,INIA/Agromet,data/processed/phenology_climate/los_acacios_chardonnay_2025_2026.xlsx
los_acacios,Los Acacios,2025_2026,chardonnay,t0_operativo,2025-08-28,2025-08-28,2025-08-01,2025-09-01,2025-01-01,2026-05-20,2025-07-15,promedio_movil_14d_temp_media,9.69,44,0.0,16.5,1418.38,11.97,posterior_al_valle,Biofix (2025-08-28) posterior al fondo invernal (2025-07-15) en 44 días; omite calentamiento temprano.,INIA/Agromet,data/processed/phenology_climate/los_acacios_chardonnay_2025_2026.xlsx
los_acacios,Los Acacios,2025_2026,chardonnay,t0_latitudinal,2025-08-01,2025-08-28,2025-08-01,2025-09-01,2025-01-01,2026-05-20,2025-07-15,promedio_movil_14d_temp_media,9.69,17,94.78,111.27,1418.38,12.81,cercano_al_valle,"Biofix (2025-08-01) cae en la ventana fisiológica del fondo térmico invernal (2025-07-15, +17d).",INIA/Agromet,data/processed/phenology_climate/los_acacios_chardonnay_2025_2026.xlsx
lourdes,Lourdes,2025_2026,chardonnay,1_mayo,2025-05-01,2025-08-27,2025-08-25,2025-09-06,2025-05-01,2026-05-19,2025-06-26,promedio_movil_14d_temp_media,5.4,-56,236.67,265.58,236.67,11.06,anterior_al_valle,Biofix (2025-05-01) precede al fondo invernal (2025-06-26) en 56 días; arrastra 236.7 GDD de calor otoñal previo a T0.,INIA/Agromet,data/processed/phenology_climate/lourdes_chardonnay_2025_2026.xlsx
lourdes,Lourdes,2025_2026,chardonnay,15_mayo,2025-05-15,2025-08-27,2025-08-25,2025-09-06,2025-05-01,2026-05-19,2025-06-26,promedio_movil_14d_temp_media,5.4,-42,191.18,220.09,236.67,11.16,anterior_al_valle,Biofix (2025-05-15) precede al fondo invernal (2025-06-26) en 42 días; arrastra 191.2 GDD de calor otoñal previo a T0.,INIA/Agromet,data/processed/phenology_climate/lourdes_chardonnay_2025_2026.xlsx
lourdes,Lourdes,2025_2026,chardonnay,1_junio,2025-06-01,2025-08-27,2025-08-25,2025-09-06,2025-05-01,2026-05-19,2025-06-26,promedio_movil_14d_temp_media,5.4,-25,152.58,181.49,236.67,8.85,anterior_al_valle,Biofix (2025-06-01) precede al fondo invernal (2025-06-26) en 25 días; arrastra 152.6 GDD de calor otoñal previo a T0.,INIA/Agromet,data/processed/phenology_climate/lourdes_chardonnay_2025_2026.xlsx
lourdes,Lourdes,2025_2026,chardonnay,solsticio_invierno,2025-06-21,2025-08-27,2025-08-25,2025-09-06,2025-05-01,2026-05-19,2025-06-26,promedio_movil_14d_temp_media,5.4,-5,130.89,159.8,236.67,7.02,cercano_al_valle,"Biofix (2025-06-21) cae en la ventana fisiológica del fondo térmico invernal (2025-06-26, -5d).",INIA/Agromet,data/processed/phenology_climate/lourdes_chardonnay_2025_2026.xlsx
lourdes,Lourdes,2025_2026,chardonnay,1_julio,2025-07-01,2025-08-27,2025-08-25,2025-09-06,2025-05-01,2026-05-19,2025-06-26,promedio_movil_14d_temp_media,5.4,5,125.8,154.71,236.67,6.51,cercano_al_valle,"Biofix (2025-07-01) cae en la ventana fisiológica del fondo térmico invernal (2025-06-26, +5d).",INIA/Agromet,data/processed/phenology_climate/lourdes_chardonnay_2025_2026.xlsx
lourdes,Lourdes,2025_2026,chardonnay,1_agosto,2025-08-01,2025-08-27,2025-08-25,2025-09-06,2025-05-01,2026-05-19,2025-06-26,promedio_movil_14d_temp_media,5.4,36,67.84,96.76,236.67,11.4,posterior_al_valle,Biofix (2025-08-01) posterior al fondo invernal (2025-06-26) en 36 días; omite calentamiento temprano.,INIA/Agromet,data/processed/phenology_climate/lourdes_chardonnay_2025_2026.xlsx
lourdes,Lourdes,2025_2026,chardonnay,15_agosto,2025-08-15,2025-08-27,2025-08-25,2025-09-06,2025-05-01,2026-05-19,2025-06-26,promedio_movil_14d_temp_media,5.4,50,35.23,64.14,236.67,11.51,posterior_al_valle,Biofix (2025-08-15) posterior al fondo invernal (2025-06-26) en 50 días; omite calentamiento temprano.,INIA/Agromet,data/processed/phenology_climate/lourdes_chardonnay_2025_2026.xlsx
lourdes,Lourdes,2025_2026,chardonnay,1_septiembre,2025-09-01,2025-08-27,2025-08-25,2025-09-06,2025-05-01,2026-05-19,2025-06-26,promedio_movil_14d_temp_media,5.4,67,-15.82,13.09,236.67,11.02,posterior_al_valle,Biofix (2025-09-01) posterior al fondo invernal (2025-06-26) en 67 días; omite calentamiento temprano.,INIA/Agromet,data/processed/phenology_climate/lourdes_chardonnay_2025_2026.xlsx
lourdes,Lourdes,2025_2026,chardonnay,t0_operativo,2025-08-27,2025-08-27,2025-08-25,2025-09-06,2025-05-01,2026-05-19,2025-06-26,promedio_movil_14d_temp_media,5.4,62,0.0,28.91,236.67,11.17,posterior_al_valle,Biofix (2025-08-27) posterior al fondo invernal (2025-06-26) en 62 días; omite calentamiento temprano.,INIA/Agromet,data/processed/phenology_climate/lourdes_chardonnay_2025_2026.xlsx
lourdes,Lourdes,2025_2026,chardonnay,t0_latitudinal,2025-08-25,2025-08-27,2025-08-25,2025-09-06,2025-05-01,2026-05-19,2025-06-26,promedio_movil_14d_temp_media,5.4,60,8.71,37.63,236.67,11.2,posterior_al_valle,Biofix (2025-08-25) posterior al fondo invernal (2025-06-26) en 60 días; omite calentamiento temprano.,INIA/Agromet,data/processed/phenology_climate/lourdes_chardonnay_2025_2026.xlsx
nilahue,Nilahue,2025_2026,chardonnay,1_mayo,2025-05-01,2025-08-28,2025-08-21,2025-08-29,2024-12-31,2026-05-18,2025-06-25,promedio_movil_14d_temp_media,6.86,-55,274.44,277.28,1260.65,13.15,anterior_al_valle,Biofix (2025-05-01) precede al fondo invernal (2025-06-25) en 55 días; arrastra 274.4 GDD de calor otoñal previo a T0.,Zentra,data/processed/phenology_climate/nilahue_chardonnay_2025_2026.xlsx
nilahue,Nilahue,2025_2026,chardonnay,15_mayo,2025-05-15,2025-08-28,2025-08-21,2025-08-29,2024-12-31,2026-05-18,2025-06-25,promedio_movil_14d_temp_media,6.86,-41,220.29,223.14,1260.65,12.87,anterior_al_valle,Biofix (2025-05-15) precede al fondo invernal (2025-06-25) en 41 días; arrastra 220.3 GDD de calor otoñal previo a T0.,Zentra,data/processed/phenology_climate/nilahue_chardonnay_2025_2026.xlsx
