fundo,Fundo,temporada,variedad,biofix_tipo,biofix_fecha,t0_operativo,t0_latitudinal,fecha_brotacion_ELP4,fecha_inicio_ventana,fecha_fin_ventana,fecha_fondo_valle,metrica_valle,valor_minimo_valle,dias_biofix_vs_valle,gdd_entre_biofix_y_t0,gdd_entre_biofix_y_brotacion,gdd_previo_a_t0_desde_inicio_ventana,actividad_termica_en_biofix,diagnostico_valle,comentario_metodologico,fuente_clima,archivo_origen
nilahue,Nilahue,2025_2026,cabernet_sauvignon,15_agosto,2025-08-15,2025-08-28,2025-08-21,2025-09-20,2024-12-31,2026-05-18,2025-06-25,promedio_movil_14d_temp_media,6.86,51,32.87,103.01,1260.65,11.61,posterior_al_valle,Biofix (2025-08-15) posterior al fondo invernal (2025-06-25) en 51 días; omite calentamiento temprano.,Zentra,data/processed/phenology_climate/nilahue_cabernet_sauvignon_2025_2026.xlsx
nilahue,Nilahue,2025_2026,cabernet_sauvignon,1_septiembre,2025-09-01,2025-08-28,2025-08-21,2025-09-20,2024-12-31,2026-05-18,2025-06-25,promedio_movil_14d_temp_media,6.86,68,-8.39,61.74,1260.65,11.51,posterior_al_valle,Biofix (2025-09-01) posterior al fondo invernal (2025-06-25) en 68 días; omite calentamiento temprano.,Zentra,data/processed/phenology_climate/nilahue_cabernet_sauvignon_2025_2026.xlsx
nilahue,Nilahue,2025_2026,cabernet_sauvignon,t0_operativo,2025-08-28,2025-08-28,2025-08-21,2025-09-20,2024-12-31,2026-05-18,2025-06-25,promedio_movil_14d_temp_media,6.86,64,0.0,70.14,1260.65,10.95,posterior_al_valle,Biofix (2025-08-28) posterior al fondo invernal (2025-06-25) en 64 días; omite calentamiento temprano.,Zentra,data/processed/phenology_climate/nilahue_cabernet_sauvignon_2025_2026.xlsx
nilahue,Nilahue,2025_2026,cabernet_sauvignon,t0_latitudinal,2025-08-21,2025-08-28,2025-08-21,2025-09-20,2024-12-31,2026-05-18,2025-06-25,promedio_movil_14d_temp_media,6.86,57,16.36,86.5,1260.65,10.89,posterior_al_valle,Biofix (2025-08-21) posterior al fondo invernal (2025-06-25) en 57 días; omite calentamiento temprano.,Zentra,data/processed/phenology_climate/nilahue_cabernet_sauvignon_2025_2026.xlsx
keule,Keule,2025_2026,cabernet_sauvignon,1_mayo,2025-05-01,2025-08-29,2025-08-27,2025-09-22,2025-05-18,2026-05-18,2025-06-26,promedio_movil_14d_temp_media,5.36,-56,166.03,237.03,166.03,,anterior_al_valle,Biofix (2025-05-01) precede al fondo invernal (2025-06-26) en 56 días; arrastra 166.0 GDD de calor otoñal previo a T0.,Zentra,data/processed/phenology_climate/keule_cabernet_sauvignon_2025_2026.xlsx
keule,Keule,2025_2026,cabernet_sauvignon,15_mayo,2025-05-15,2025-08-29,2025-08-27,2025-09-22,2025-05-18,2026-05-18,2025-06-26,promedio_movil_14d_temp_media,5.36,-42,166.03,237.03,166.03,,anterior_al_valle,Biofix (2025-05-15) precede al fondo invernal (2025-06-26) en 42 días; arrastra 166.0 GDD de calor otoñal previo a T0.,Zentra,data/processed/phenology_climate/keule_cabernet_sauvignon_2025_2026.xlsx
keule,Keule,2025_2026,cabernet_sauvignon,1_junio,2025-06-01,2025-08-29,2025-08-27,2025-09-22,2025-05-18,2026-05-18,2025-06-26,promedio_movil_14d_temp_media,5.36,-25,142.97,213.98,166.03,8.67,anterior_al_valle,Biofix (2025-06-01) precede al fondo invernal (2025-06-26) en 25 días; arrastra 143.0 GDD de calor otoñal previo a T0.,Zentra,data/processed/phenology_climate/keule_cabernet_sauvignon_2025_2026.xlsx
keule,Keule,2025_2026,cabernet_sauvignon,solsticio_invierno,2025-06-21,2025-08-29,2025-08-27,2025-09-22,2025-05-18,2026-05-18,2025-06-26,promedio_movil_14d_temp_media,5.36,-5,121.41,192.42,166.03,7.11,cercano_al_valle,"Biofix (2025-06-21) cae en la ventana fisiológica del fondo térmico invernal (2025-06-26, -5d).",Zentra,data/processed/phenology_climate/keule_cabernet_sauvignon_2025_2026.xlsx
keule,Keule,2025_2026,cabernet_sauvignon,1_julio,2025-07-01,2025-08-29,2025-08-27,2025-09-22,2025-05-18,2026-05-18,2025-06-26,promedio_movil_14d_temp_media,5.36,5,117.68,188.68,166.03,6.2,cercano_al_valle,"Biofix (2025-07-01) cae en la ventana fisiológica del fondo térmico invernal (2025-06-26, +5d).",Zentra,data/processed/phenology_climate/keule_cabernet_sauvignon_2025_2026.xlsx
keule,Keule,2025_2026,cabernet_sauvignon,1_agosto,2025-08-01,2025-08-29,2025-08-27,2025-09-22,2025-05-18,2026-05-18,2025-06-26,promedio_movil_14d_temp_media,5.36,36,66.56,137.57,166.03,10.95,posterior_al_valle,Biofix (2025-08-01) posterior al fondo invernal (2025-06-26) en 36 días; omite calentamiento temprano.,Zentra,data/processed/phenology_climate/keule_cabernet_sauvignon_2025_2026.xlsx
keule,Keule,2025_2026,cabernet_sauvignon,15_agosto,2025-08-15,2025-08-29,2025-08-27,2025-09-22,2025-05-18,2026-05-18,2025-06-26,promedio_movil_14d_temp_media,5.36,50,35.33,106.33,166.03,11.22,posterior_al_valle,Biofix (2025-08-15) posterior al fondo invernal (2025-06-26) en 50 días; omite calentamiento temprano.,Zentra,data/processed/phenology_climate/keule_cabernet_sauvignon_2025_2026.xlsx
keule,Keule,2025_2026,cabernet_sauvignon,1_septiembre,2025-09-01,2025-08-29,2025-08-27,2025-09-22,2025-05-18,2026-05-18,2025-06-26,promedio_movil_14d_temp_media,5.36,67,-8.03,62.97,166.03,10.71,posterior_al_valle,Biofix (2025-09-01) posterior al fondo invernal (2025-06-26) en 67 días; omite calentamiento temprano.,Zentra,data/processed/phenology_climate/keule_cabernet_sauvignon_2025_2026.xlsx
keule,Keule,2025_2026,cabernet_sauvignon,t0_operativo,2025-08-29,2025-08-29,2025-08-27,2025-09-22,2025-05-18,2026-05-18,2025-06-26,promedio_movil_14d_temp_media,5.36,64,0.0,71.0,166.03,10.26,posterior_al_valle,Biofix (2025-08-29) posterior al fondo invernal (2025-06-26) en 64 días; omite calentamiento temprano.,Zentra,data/processed/phenology_climate/keule_cabernet_sauvignon_2025_2026.xlsx
keule,Keule,2025_2026,cabernet_sauvignon,t0_latitudinal,2025-08-27,2025-08-29,2025-08-27,2025-09-22,2025-05-18,2026-05-18,2025-06-26,promedio_movil_14d_temp_media,5.36,62,4.85,75.86,166.03,10.57,posterior_al_valle,Biofix (2025-08-27) posterior al fondo invernal (2025-06-26) en 62 días; omite calentamiento temprano.,Zentra,data/processed/phenology_climate/keule_cabernet_sauvignon_2025_2026.xlsx
idahue,Idahue,2025_2026,carmenere,1_mayo,2025-05-01,2025-08-11,2025-08-20,2025-09-19,2024-12-31,2026-05-18,2025-06-24,promedio_movil_14d_temp_media,5.66,-54,201.51,328.65,1283.6,12.56,anterior_al_valle,Biofix (2025-05-01) precede al fondo invernal (2025-06-24) en 54 días; arrastra 201.5 GDD de calor otoñal previo a T0.,Zentra,data/processed/phenology_climate/idahue_carmenere_2025_2026.xlsx
idahue,Idahue,2025_2026,carmenere,15_mayo,2025-05-15,2025-08-11,2025-08-20,2025-09-19,2024-12-31,2026-05-18,2025-06-24,promedio_movil_14d_temp_media,5.66,-40,154.57,281.71,1283.6,11.58,anterior_al_valle,Biofix (2025-05-15) precede al fondo invernal (2025-06-24) en 40 días; arrastra 154.6 GDD de calor otoñal previo a T0.,Zentra,data/processed/phenology_climate/idahue_carmenere_2025_2026.xlsx
idahue,Idahue,2025_2026,carmenere,1_junio,2025-06-01,2025-08-11,2025-08-20,2025-09-19,2024-12-31,2026-05-18,2025-06-24,promedio_movil_14d_temp_media,5.66,-23,113.84,240.98,1283.6,8.83,anterior_al_valle,Biofix (2025-06-01) precede al fondo invernal (2025-06-24) en 23 días; arrastra 113.8 GDD de calor otoñal previo a T0.,Zentra,data/processed/phenology_climate/idahue_carmenere_2025_2026.xlsx
idahue,Idahue,2025_2026,carmenere,solsticio_invierno,2025-06-21,2025-08-11,2025-08-20,2025-09-19,2024-12-31,2026-05-18,2025-06-24,promedio_movil_14d_temp_media,5.66,-3,85.23,212.37,1283.6,6.62,cercano_al_valle,"Biofix (2025-06-21) cae en la ventana fisiológica del fondo térmico invernal (2025-06-24, -3d).",Zentra,data/processed/phenology_climate/idahue_carmenere_2025_2026.xlsx
idahue,Idahue,2025_2026,carmenere,1_julio,2025-07-01,2025-08-11,2025-08-20,2025-09-19,2024-12-31,2026-05-18,2025-06-24,promedio_movil_14d_temp_media,5.66,7,80.34,207.48,1283.6,7.53,cercano_al_valle,"Biofix (2025-07-01) cae en la ventana fisiológica del fondo térmico invernal (2025-06-24, +7d).",Zentra,data/processed/phenology_climate/idahue_carmenere_2025_2026.xlsx
idahue,Idahue,2025_2026,carmenere,1_agosto,2025-08-01,2025-08-11,2025-08-20,2025-09-19,2024-12-31,2026-05-18,2025-06-24,promedio_movil_14d_temp_media,5.66,38,20.61,147.75,1283.6,10.79,posterior_al_valle,Biofix (2025-08-01) posterior al fondo invernal (2025-06-24) en 38 días; omite calentamiento temprano.,Zentra,data/processed/phenology_climate/idahue_carmenere_2025_2026.xlsx
idahue,Idahue,2025_2026,carmenere,15_agosto,2025-08-15,2025-08-11,2025-08-20,2025-09-19,2024-12-31,2026-05-18,2025-06-24,promedio_movil_14d_temp_media,5.66,52,-14.44,112.7,1283.6,11.25,posterior_al_valle,Biofix (2025-08-15) posterior al fondo invernal (2025-06-24) en 52 días; omite calentamiento temprano.,Zentra,data/processed/phenology_climate/idahue_carmenere_2025_2026.xlsx
idahue,Idahue,2025_2026,carmenere,1_septiembre,2025-09-01,2025-08-11,2025-08-20,2025-09-19,2024-12-31,2026-05-18,2025-06-24,promedio_movil_14d_temp_media,5.66,69,-55.59,71.55,1283.6,11.27,posterior_al_valle,Biofix (2025-09-01) posterior al fondo invernal (2025-06-24) en 69 días; omite calentamiento temprano.,Zentra,data/processed/phenology_climate/idahue_carmenere_2025_2026.xlsx
idahue,Idahue,2025_2026,carmenere,t0_operativo,2025-08-11,2025-08-11,2025-08-20,2025-09-19,2024-12-31,2026-05-18,2025-06-24,promedio_movil_14d_temp_media,5.66,48,0.0,127.14,1283.6,11.38,posterior_al_valle,Biofix (2025-08-11) posterior al fondo invernal (2025-06-24) en 48 días; omite calentamiento temprano.,Zentra,data/processed/phenology_climate/idahue_carmenere_2025_2026.xlsx
idahue,Idahue,2025_2026,carmenere,t0_latitudinal,2025-08-20,2025-08-11,2025-08-20,2025-09-19,2024-12-31,2026-05-18,2025-06-24,promedio_movil_14d_temp_media,5.66,57,-28.09,99.05,1283.6,10.31,posterior_al_valle,Biofix (2025-08-20) posterior al fondo invernal (2025-06-24) en 57 días; omite calentamiento temprano.,Zentra,data/processed/phenology_climate/idahue_carmenere_2025_2026.xlsx
keule,Keule,2025_2026,carmenere,1_mayo,2025-05-01,2025-08-29,2025-08-27,2025-09-14,2025-05-18,2026-05-18,2025-06-26,promedio_movil_14d_temp_media,5.36,-56,166.03,210.63,166.03,,anterior_al_valle,Biofix (2025-05-01) precede al fondo invernal (2025-06-26) en 56 días; arrastra 166.0 GDD de calor otoñal previo a T0.,Zentra,data/processed/phenology_climate/keule_carmenere_2025_2026.xlsx
keule,Keule,2025_2026,carmenere,15_mayo,2025-05-15,2025-08-29,2025-08-27,2025-09-14,2025-05-18,2026-05-18,2025-06-26,promedio_movil_14d_temp_media,5.36,-42,166.03,210.63,166.03,,anterior_al_valle,Biofix (2025-05-15) precede al fondo invernal (2025-06-26) en 42 días; arrastra 166.0 GDD de calor otoñal previo a T0.,Zentra,data/processed/phenology_climate/keule_carmenere_2025_2026.xlsx
keule,Keule,2025_2026,carmenere,1_junio,2025-06-01,2025-08-29,2025-08-27,2025-09-14,2025-05-18,2026-05-18,2025-06-26,promedio_movil_14d_temp_media,5.36,-25,142.97,187.57,166.03,8.67,anterior_al_valle,Biofix (2025-06-01) precede al fondo invernal (2025-06-26) en 25 días; arrastra 143.0 GDD de calor otoñal previo a T0.,Zentra,data/processed/phenology_climate/keule_carmenere_2025_2026.xlsx
keule,Keule,2025_2026,carmenere,solsticio_invierno,2025-06-21,2025-08-29,2025-08-27,2025-09-14,2025-05-18,2026-05-18,2025-06-26,promedio_movil_14d_temp_media,5.36,-5,121.41,166.01,166.03,7.11,cercano_al_valle,"Biofix (2025-06-21) cae en la ventana fisiológica del fondo térmico invernal (2025-06-26, -5d).",Zentra,data/processed/phenology_climate/keule_carmenere_2025_2026.xlsx
keule,Keule,2025_2026,carmenere,1_julio,2025-07-01,2025-08-29,2025-08-27,2025-09-14,2025-05-18,2026-05-18,2025-06-26,promedio_movil_14d_temp_media,5.36,5,117.68,162.28,166.03,6.2,cercano_al_valle,"Biofix (2025-07-01) cae en la ventana fisiológica del fondo térmico invernal (2025-06-26, +5d).",Zentra,data/processed/phenology_climate/keule_carmenere_2025_2026.xlsx
keule,Keule,2025_2026,carmenere,1_agosto,2025-08-01,2025-08-29,2025-08-27,2025-09-14,2025-05-18,2026-05-18,2025-06-26,promedio_movil_14d_temp_media,5.36,36,66.56,111.16,166.03,10.95,posterior_al_valle,Biofix (2025-08-01) posterior al fondo invernal (2025-06-26) en 36 días; omite calentamiento temprano.,Zentra,data/processed/phenology_climate/keule_carmenere_2025_2026.xlsx
keule,Keule,2025_2026,carmenere,15_agosto,2025-08-15,2025-08-29,2025-08-27,2025-09-14,2025-05-18,2026-05-18,2025-06-26,promedio_movil_14d_temp_media,5.36,50,35.33,79.93,166.03,11.22,posterior_al_valle,Biofix (2025-08-15) posterior al fondo invernal (2025-06-26) en 50 días; omite calentamiento temprano.,Zentra,data/processed/phenology_climate/keule_carmenere_2025_2026.xlsx
keule,Keule,2025_2026,carmenere,1_septiembre,2025-09-01,2025-08-29,2025-08-27,2025-09-14,2025-05-18,2026-05-18,2025-06-26,promedio_movil_14d_temp_media,5.36,67,-8.03,36.57,166.03,10.71,posterior_al_valle,Biofix (2025-09-01) posterior al fondo invernal (2025-06-26) en 67 días; omite calentamiento temprano.,Zentra,data/processed/phenology_climate/keule_carmenere_2025_2026.xlsx
keule,Keule,2025_2026,carmenere,t0_operativo,2025-08-29,2025-08-29,2025-08-27,2025-09-14,2025-05-18,2026-05-18,2025-06-26,promedio_movil_14d_temp_media,5.36,64,0.0,44.6,166.03,10.26,posterior_al_valle,Biofix (2025-08-29) posterior al fondo invernal (2025-06-26) en 64 días; omite calentamiento temprano.,Zentra,data/processed/phenology_climate/keule_carmenere_2025_2026.xlsx
keule,Keule,2025_2026,carmenere,t0_latitudinal,2025-08-27,2025-08-29,2025-08-27,2025-09-14,2025-05-18,2026-05-18,2025-06-26,promedio_movil_14d_temp_media,5.36,62,4.85,49.45,166.03,10.57,posterior_al_valle,Biofix (2025-08-27) posterior al fondo invernal (2025-06-26) en 62 días; omite calentamiento temprano.,Zentra,data/processed/phenology_climate/keule_carmenere_2025_2026.xlsx
los_acacios,Los Acacios,2025_2026,carmenere,1_mayo,2025-05-01,2025-08-28,2025-08-01,2025-09-01,2025-01-01,2026-05-20,2025-07-15,promedio_movil_14d_temp_media,9.69,-75,424.49,440.99,1418.38,14.22,anterior_al_valle,Biofix (2025-05-01) precede al fondo invernal (2025-07-15) en 75 días; arrastra 424.5 GDD de calor otoñal previo a T0.,INIA/Agromet,data/processed/phenology_climate/los_acacios_carmenere_2025_2026.xlsx
los_acacios,Los Acacios,2025_2026,carmenere,15_mayo,2025-05-15,2025-08-28,2025-08-01,2025-09-01,2025-01-01,2026-05-20,2025-07-15,promedio_movil_14d_temp_media,9.69,-61,353.87,370.37,1418.38,14.46,anterior_al_valle,Biofix (2025-05-15) precede al fondo invernal (2025-07-15) en 61 días; arrastra 353.9 GDD de calor otoñal previo a T0.,INIA/Agromet,data/processed/phenology_climate/los_acacios_carmenere_2025_2026.xlsx
los_acacios,Los Acacios,2025_2026,carmenere,1_junio,2025-06-01,2025-08-28,2025-08-01,2025-09-01,2025-01-01,2026-05-20,2025-07-15,promedio_movil_14d_temp_media,9.69,-44,271.11,287.61,1418.38,11.78,anterior_al_valle,Biofix (2025-06-01) precede al fondo invernal (2025-07-15) en 44 días; arrastra 271.1 GDD de calor otoñal previo a T0.,INIA/Agromet,data/processed/phenology_climate/los_acacios_carmenere_2025_2026.xlsx
los_acacios,Los Acacios,2025_2026,carmenere,solsticio_invierno,2025-06-21,2025-08-28,2025-08-01,2025-09-01,2025-01-01,2026-05-20,2025-07-15,promedio_movil_14d_temp_media,9.69,-24,213.35,229.85,1418.38,11.01,anterior_al_valle,Biofix (2025-06-21) precede al fondo invernal (2025-07-15) en 24 días; arrastra 213.4 GDD de calor otoñal previo a T0.,INIA/Agromet,data/processed/phenology_climate/los_acacios_carmenere_2025_2026.xlsx
los_acacios,Los Acacios,2025_2026,carmenere,1_julio,2025-07-01,2025-08-28,2025-08-01,2025-09-01,2025-01-01,2026-05-20,2025-07-15,promedio_movil_14d_temp_media,9.69,-14,184.12,200.61,1418.38,12.25,cercano_al_valle,"Biofix (2025-07-01) cae en la ventana fisiológica del fondo térmico invernal (2025-07-15, -14d).",INIA/Agromet,data/processed/phenology_climate/los_acacios_carmenere_2025_2026.xlsx
los_acacios,Los Acacios,2025_2026,carmenere,1_agosto,2025-08-01,2025-08-28,2025-08-01,2025-09-01,2025-01-01,2026-05-20,2025-07-15,promedio_movil_14d_temp_media,9.69,17,94.78,111.27,1418.38,12.81,cercano_al_valle,"Biofix (2025-08-01) cae en la ventana fisiológica del fondo térmico invernal (2025-07-15, +17d).",INIA/Agromet,data/processed/phenology_climate/los_acacios_carmenere_2025_2026.xlsx
los_acacios,Los Acacios,2025_2026,carmenere,15_agosto,2025-08-15,2025-08-28,2025-08-01,2025-09-01,2025-01-01,2026-05-20,2025-07-15,promedio_movil_14d_temp_media,9.69,31,39.05,55.54,1418.38,12.72,posterior_al_valle,Biofix (2025-08-15) posterior al fondo invernal (2025-07-15) en 31 días; omite calentamiento temprano.,INIA/Agromet,data/processed/phenology_climate/los_acacios_carmenere_2025_2026.xlsx
los_acacios,Los Acacios,2025_2026,carmenere,1_septiembre,2025-09-01,2025-08-28,2025-08-01,2025-09-01,2025-01-01,2026-05-20,2025-07-15,promedio_movil_14d_temp_media,9.69,48,-12.24,4.26,1418.38,12.35,posterior_al_valle,Biofix (2025-09-01) posterior al fondo invernal (2025-07-15) en 48 días; omite calentamiento temprano.,INIA/Agromet,data/processed/phenology_climate/los_acacios_carmenere_2025_2026.xlsx
los_acacios,Los Acacios,2025_2026,carmenere,t0_operativo,2025-08-28,2025-08-28,2025-08-01,2025-09-01,2025-01-01,2026-05-20,2025-07-15,promedio_movil_14d_temp_media,9.69,44,0.0,16.5,1418.38,11.97,posterior_al_valle,Biofix (2025-08-28) posterior al fondo invernal (2025-07-15) en 44 días; omite calentamiento temprano.,INIA/Agromet,data/processed/phenology_climate/los_acacios_carmenere_2025_2026.xlsx
los_acacios,Los Acacios,2025_2026,carmenere,t0_latitudinal,2025-08-01,2025-08-28,2025-08-01,2025-09-01,2025-01-01,2026-05-20,2025-07-15,promedio_movil_14d_temp_media,9.69,17,94.78,111.27,1418.38,12.81,cercano_al_valle,"Biofix (2025-08-01) cae en la ventana fisiológica del fondo térmico invernal (2025-07-15, +17d).",INIA/Agromet,data/processed/phenology_climate/los_acacios_carmenere_2025_2026.xlsx
lourdes,Lourdes,2025_2026,carmenere,1_mayo,2025-05-01,2025-08-27,2025-08-25,2025-09-20,2025-05-01,2026-05-19,2025-06-26,promedio_movil_14d_temp_media,5.4,-56,236.67,319.31,236.67,11.06,anterior_al_valle,Biofix (2025-05-01) precede al fondo invernal (2025-06-26) en 56 días; arrastra 236.7 GDD de calor otoñal previo a T0.,INIA/Agromet,data/processed/phenology_climate/lourdes_carmenere_2025_2026.xlsx
lourdes,Lourdes,2025_2026,carmenere,15_mayo,2025-05-15,2025-08-27,2025-08-25,2025-09-20,2025-05-01,2026-05-19,2025-06-26,promedio_movil_14d_temp_media,5.4,-42,191.18,273.82,236.67,11.16,anterior_al_valle,Biofix (2025-05-15) precede al fondo invernal (2025-06-26) en 42 días; arrastra 191.2 GDD de calor otoñal previo a T0.,INIA/Agromet,data/processed/phenology_climate/lourdes_carmenere_2025_2026.xlsx
lourdes,Lourdes,2025_2026,carmenere,1_junio,2025-06-01,2025-08-27,2025-08-25,2025-09-20,2025-05-01,2026-05-19,2025-06-26,promedio_movil_14d_temp_media,5.4,-25,152.58,235.22,236.67,8.85,anterior_al_valle,Biofix (2025-06-01) precede al fondo invernal (2025-06-26) en 25 días; arrastra 152.6 GDD de calor otoñal previo a T0.,INIA/Agromet,data/processed/phenology_climate/lourdes_carmenere_2025_2026.xlsx
lourdes,Lourdes,2025_2026,carmenere,solsticio_invierno,2025-06-21,2025-08-27,2025-08-25,2025-09-20,2025-05-01,2026-05-19,2025-06-26,promedio_movil_14d_temp_media,5.4,-5,130.89,213.53,236.67,7.02,cercano_al_valle,"Biofix (2025-06-21) cae en la ventana fisiológica del fondo térmico invernal (2025-06-26, -5d).",INIA/Agromet,data/processed/phenology_climate/lourdes_carmenere_2025_2026.xlsx
lourdes,Lourdes,2025_2026,carmenere,1_julio,2025-07-01,2025-08-27,2025-08-25,2025-09-20,2025-05-01,2026-05-19,2025-06-26,promedio_movil_14d_temp_media,5.4,5,125.8,208.44,236.67,6.51,cercano_al_valle,"Biofix (2025-07-01) cae en la ventana fisiológica del fondo térmico invernal (2025-06-26, +5d).",INIA/Agromet,data/processed/phenology_climate/lourdes_carmenere_2025_2026.xlsx
lourdes,Lourdes,2025_2026,carmenere,1_agosto,2025-08-01,2025-08-27,2025-08-25,2025-09-20,2025-05-01,2026-05-19,2025-06-26,promedio_movil_14d_temp_media,5.4,36,67.84,150.48,236.67,11.4,posterior_al_valle,Biofix (2025-08-01) posterior al fondo invernal (2025-06-26) en 36 días; omite calentamiento temprano.,INIA/Agromet,data/processed/phenology_climate/lourdes_carmenere_2025_2026.xlsx
lourdes,Lourdes,2025_2026,carmenere,15_agosto,2025-08-15,2025-08-27,2025-08-25,2025-09-20,2025-05-01,2026-05-19,2025-06-26,promedio_movil_14d_temp_media,5.4,50,35.23,117.87,236.67,11.51,posterior_al_valle,Biofix (2025-08-15) posterior al fondo invernal (2025-06-26) en 50 días; omite calentamiento temprano.,INIA/Agromet,data/processed/phenology_climate/lourdes_carmenere_2025_2026.xlsx
lourdes,Lourdes,2025_2026,carmenere,1_septiembre,2025-09-01,2025-08-27,2025-08-25,2025-09-20,2025-05-01,2026-05-19,2025-06-26,promedio_movil_14d_temp_media,5.4,67,-15.82,66.82,236.67,11.02,posterior_al_valle,Biofix (2025-09-01) posterior al fondo invernal (2025-06-26) en 67 días; omite calentamiento temprano.,INIA/Agromet,data/processed/phenology_climate/lourdes_carmenere_2025_2026.xlsx
lourdes,Lourdes,2025_2026,carmenere,t0_operativo,2025-08-27,2025-08-27,2025-08-25,2025-09-20,2025-05-01,2026-05-19,2025-06-26,promedio_movil_14d_temp_media,5.4,62,0.0,82.64,236.67,11.17,posterior_al_valle,Biofix (2025-08-27) posterior al fondo invernal (2025-06-26) en 62 días; omite calentamiento temprano.,INIA/Agromet,data/processed/phenology_climate/lourdes_carmenere_2025_2026.xlsx
lourdes,Lourdes,2025_2026,carmenere,t0_latitudinal,2025-08-25,2025-08-27,2025-08-25,2025-09-20,2025-05-01,2026-05-19,2025-06-26,promedio_movil_14d_temp_media,5.4,60,8.71,91.35,236.67,11.2,posterior_al_valle,Biofix (2025-08-25) posterior al fondo invernal (2025-06-26) en 60 días; omite calentamiento temprano.,INIA/Agromet,data/processed/phenology_climate/lourdes_carmenere_2025_2026.xlsx
nilahue,Nilahue,2025_2026,carmenere,1_mayo,2025-05-01,2025-08-28,2025-08-21,2025-09-04,2024-12-31,2026-05-18,2025-06-25,promedio_movil_14d_temp_media,6.86,-55,274.44,293.23,1260.65,13.15,anterior_al_valle,Biofix (2025-05-01) precede al fondo invernal (2025-06-25) en 55 días; arrastra 274.4 GDD de calor otoñal previo a T0.,Zentra,data/processed/phenology_climate/nilahue_carmenere_2025_2026.xlsx
nilahue,Nilahue,2025_2026,carmenere,15_mayo,2025-05-15,2025-08-28,2025-08-21,2025-09-04,2024-12-31,2026-05-18,2025-06-25,promedio_movil_14d_temp_media,6.86,-41,220.29,239.08,1260.65,12.87,anterior_al_valle,Biofix (2025-05-15) precede al fondo invernal (2025-06-25) en 41 días; arrastra 220.3 GDD de calor otoñal previo a T0.,Zentra,data/processed/phenology_climate/nilahue_carmenere_2025_2026.xlsx
nilahue,Nilahue,2025_2026,carmenere,1_junio,2025-06-01,2025-08-28,2025-08-21,2025-09-04,2024-12-31,2026-05-18,2025-06-25,promedio_movil_14d_temp_media,6.86,-24,170.4,189.19,1260.65,10.33,anterior_al_valle,Biofix (2025-06-01) precede al fondo invernal (2025-06-25) en 24 días; arrastra 170.4 GDD de calor otoñal previo a T0.,Zentra,data/processed/phenology_climate/nilahue_carmenere_2025_2026.xlsx
nilahue,Nilahue,2025_2026,carmenere,solsticio_invierno,2025-06-21,2025-08-28,2025-08-21,2025-09-04,2024-12-31,2026-05-18,2025-06-25,promedio_movil_14d_temp_media,6.86,-4,138.48,157.26,1260.65,8.08,cercano_al_valle,"Biofix (2025-06-21) cae en la ventana fisiológica del fondo térmico invernal (2025-06-25, -4d).",Zentra,data/processed/phenology_climate/nilahue_carmenere_2025_2026.xlsx
nilahue,Nilahue,2025_2026,carmenere,1_julio,2025-07-01,2025-08-28,2025-08-21,2025-09-04,2024-12-31,2026-05-18,2025-06-25,promedio_movil_14d_temp_media,6.86,6,133.15,151.93,1260.65,7.59,cercano_al_valle,"Biofix (2025-07-01) cae en la ventana fisiológica del fondo térmico invernal (2025-06-25, +6d).",Zentra,data/processed/phenology_climate/nilahue_carmenere_2025_2026.xlsx
nilahue,Nilahue,2025_2026,carmenere,1_agosto,2025-08-01,2025-08-28,2025-08-21,2025-09-04,2024-12-31,2026-05-18,2025-06-25,promedio_movil_14d_temp_media,6.86,37,68.27,87.06,1260.65,11.39,posterior_al_valle,Biofix (2025-08-01) posterior al fondo invernal (2025-06-25) en 37 días; omite calentamiento temprano.,Zentra,data/processed/phenology_climate/nilahue_carmenere_2025_2026.xlsx
nilahue,Nilahue,2025_2026,carmenere,15_agosto,2025-08-15,2025-08-28,2025-08-21,2025-09-04,2024-12-31,2026-05-18,2025-06-25,promedio_movil_14d_temp_media,6.86,51,32.87,51.65,1260.65,11.61,posterior_al_valle,Biofix (2025-08-15) posterior al fondo invernal (2025-06-25) en 51 días; omite calentamiento temprano.,Zentra,data/processed/phenology_climate/nilahue_carmenere_2025_2026.xlsx
nilahue,Nilahue,2025_2026,carmenere,1_septiembre,2025-09-01,2025-08-28,2025-08-21,2025-09-04,2024-12-31,2026-05-18,2025-06-25,promedio_movil_14d_temp_media,6.86,68,-8.39,10.39,1260.65,11.51,posterior_al_valle,Biofix (2025-09-01) posterior al fondo invernal (2025-06-25) en 68 días; omite calentamiento temprano.,Zentra,data/processed/phenology_climate/nilahue_carmenere_2025_2026.xlsx
nilahue,Nilahue,2025_2026,carmenere,t0_operativo,2025-08-28,2025-08-28,2025-08-21,2025-09-04,2024-12-31,2026-05-18,2025-06-25,promedio_movil_14d_temp_media,6.86,64,0.0,18.79,1260.65,10.95,posterior_al_valle,Biofix (2025-08-28) posterior al fondo invernal (2025-06-25) en 64 días; omite calentamiento temprano.,Zentra,data/processed/phenology_climate/nilahue_carmenere_2025_2026.xlsx
