target_key,scheme,subset,split_id,method,predictors,seed,feature,perm_importance_mean,perm_importance_std,n_repeats
taninos_mg_baya,lofo_mixed,mixed,IDAHUE,LOFO,GDA,42,GDA,0.0027779061678817273,0.039562851079178646,20
taninos_mg_baya,lofo_mixed,mixed,KEULE,LOFO,GDA,42,GDA,5.551115123125783e-16,2.764433037591714e-16,20
taninos_mg_baya,lofo_mixed,mixed,LOURDES,LOFO,GDA,42,GDA,0.10616102883086254,0.06438046150316634,20
taninos_mg_baya,lofo_mixed,mixed,NILAHUE,LOFO,GDA,42,GDA,0.07345061548870202,0.11678046650533415,20
taninos_mg_baya,lofo_mixed,mixed,PALO SANTO,LOFO,GDA,42,GDA,0.014680028732922169,0.02890499664279749,20
taninos_mg_baya,lofo_mixed,mixed,PEUMO,LOFO,GDA,42,GDA,1.3322676295501878e-16,3.9968028886505636e-16,20
taninos_mg_baya,lofo_mixed,mixed,QUEBRADA DE AGUA,LOFO,GDA,42,GDA,0.07510133959662368,0.07295055811104749,20
taninos_mg_baya,lofo_mixed,mixed,QUINTA MAIPO,LOFO,GDA,42,GDA,-8.881784197001253e-17,1.6316879466126223e-16,20
taninos_mg_baya,lofo_mixed,mixed,RAUCO,LOFO,GDA,42,GDA,0.013790293950352795,0.02459782831958957,20
taninos_mg_baya,lofo_mixed,mixed,SAN ADOLFO,LOFO,GDA,42,GDA,0.048577743869905876,0.06802850879445464,20
taninos_mg_baya,lofo_mixed,mixed,VILLA ALEGRE,LOFO,GDA,42,GDA,-0.02109684417128125,0.00483994798790737,20
taninos_mg_baya,lofo_mixed,mixed,IDAHUE,LOFO,GDA,123,GDA,-0.009565887179242949,0.041921753851300286,20
taninos_mg_baya,lofo_mixed,mixed,KEULE,LOFO,GDA,123,GDA,-1.1102230246251566e-17,8.527784864785347e-17,20
taninos_mg_baya,lofo_mixed,mixed,LOURDES,LOFO,GDA,123,GDA,0.09444006538547034,0.06633937573596362,20
taninos_mg_baya,lofo_mixed,mixed,NILAHUE,LOFO,GDA,123,GDA,0.04075520377265557,0.09057115830033165,20
taninos_mg_baya,lofo_mixed,mixed,PALO SANTO,LOFO,GDA,123,GDA,0.020432151922371845,0.03478993604817939,20
taninos_mg_baya,lofo_mixed,mixed,PEUMO,LOFO,GDA,123,GDA,-3.3306690738754696e-16,3.1006841635969763e-16,20
taninos_mg_baya,lofo_mixed,mixed,QUEBRADA DE AGUA,LOFO,GDA,123,GDA,0.07661980499921853,0.066827445781899,20
taninos_mg_baya,lofo_mixed,mixed,QUINTA MAIPO,LOFO,GDA,123,GDA,-1.2212453270876723e-16,2.4800503765841285e-16,20
taninos_mg_baya,lofo_mixed,mixed,RAUCO,LOFO,GDA,123,GDA,0.009355328302017518,0.019604862534451647,20
taninos_mg_baya,lofo_mixed,mixed,SAN ADOLFO,LOFO,GDA,123,GDA,0.04307680699182968,0.07329356064735758,20
taninos_mg_baya,lofo_mixed,mixed,VILLA ALEGRE,LOFO,GDA,123,GDA,-0.03074638007707392,2.0918204592287073e-16,20
taninos_mg_baya,lofo_mixed,mixed,IDAHUE,LOFO,GDA,2026,GDA,-0.005139594574231615,0.018322199927119878,20
taninos_mg_baya,lofo_mixed,mixed,KEULE,LOFO,GDA,2026,GDA,-4.440892098500626e-16,2.1065000811460205e-16,20
taninos_mg_baya,lofo_mixed,mixed,LOURDES,LOFO,GDA,2026,GDA,0.10230687543009878,0.0718898302321436,20
taninos_mg_baya,lofo_mixed,mixed,NILAHUE,LOFO,GDA,2026,GDA,0.09923834118838008,0.0834372397695589,20
taninos_mg_baya,lofo_mixed,mixed,PALO SANTO,LOFO,GDA,2026,GDA,0.007602630550223833,0.018690054914551595,20
taninos_mg_baya,lofo_mixed,mixed,PEUMO,LOFO,GDA,2026,GDA,0.0,1.4043333874306804e-16,20
taninos_mg_baya,lofo_mixed,mixed,QUEBRADA DE AGUA,LOFO,GDA,2026,GDA,0.07528393929020752,0.059175043748976384,20
taninos_mg_baya,lofo_mixed,mixed,QUINTA MAIPO,LOFO,GDA,2026,GDA,1.1102230246251566e-17,4.839349969133125e-17,20
taninos_mg_baya,lofo_mixed,mixed,RAUCO,LOFO,GDA,2026,GDA,0.004795688520810715,0.014387065562432218,20
taninos_mg_baya,lofo_mixed,mixed,SAN ADOLFO,LOFO,GDA,2026,GDA,0.02595356753392649,0.04285596103239723,20
taninos_mg_baya,lofo_mixed,mixed,VILLA ALEGRE,LOFO,GDA,2026,GDA,-0.031048744505265836,0.015524372252632833,20
