model,scheme,subset,split_id,method,predictors,n_predictors,n_train,n_test,mae,r2,equation,complexity,target_key,target_column,seed
rf,lofo_mixed,mixed,IDAHUE,LOFO,GDA,1,65,6,0.6779403493068635,-3.714283013735045,,,taninos_mg_baya,taninos(mg/baya),42
rf,lofo_mixed,mixed,KEULE,LOFO,GDA,1,65,6,1.2470772512843258,-9.655634647534319,,,taninos_mg_baya,taninos(mg/baya),42
rf,lofo_mixed,mixed,LOURDES,LOFO,GDA,1,60,11,0.7821692548422327,-0.23298955615542227,,,taninos_mg_baya,taninos(mg/baya),42
rf,lofo_mixed,mixed,NILAHUE,LOFO,GDA,1,65,6,0.35428404597606783,-0.683276595162545,,,taninos_mg_baya,taninos(mg/baya),42
rf,lofo_mixed,mixed,PALO SANTO,LOFO,GDA,1,65,6,1.052090980463636,-3.8693361507240773,,,taninos_mg_baya,taninos(mg/baya),42
rf,lofo_mixed,mixed,PEUMO,LOFO,GDA,1,65,6,2.4989221317726082,-22.03351547820011,,,taninos_mg_baya,taninos(mg/baya),42
rf,lofo_mixed,mixed,QUEBRADA DE AGUA,LOFO,GDA,1,65,6,0.7940076611263344,-1.9469176645190265,,,taninos_mg_baya,taninos(mg/baya),42
rf,lofo_mixed,mixed,QUINTA MAIPO,LOFO,GDA,1,65,6,1.4787209108028794,-6.287161837757933,,,taninos_mg_baya,taninos(mg/baya),42
rf,lofo_mixed,mixed,RAUCO,LOFO,GDA,1,65,6,1.3602994416302299,-4.825642695859405,,,taninos_mg_baya,taninos(mg/baya),42
rf,lofo_mixed,mixed,SAN ADOLFO,LOFO,GDA,1,65,6,1.0788762042534679,-3.4843944153671886,,,taninos_mg_baya,taninos(mg/baya),42
rf,lofo_mixed,mixed,VILLA ALEGRE,LOFO,GDA,1,65,6,1.4429746752732477,-4.791569593427924,,,taninos_mg_baya,taninos(mg/baya),42
rf,lofo_mixed,mixed,IDAHUE,LOFO,GDA,1,65,6,0.6629124808460566,-3.571775267399662,,,taninos_mg_baya,taninos(mg/baya),123
rf,lofo_mixed,mixed,KEULE,LOFO,GDA,1,65,6,1.2405877338020563,-9.46072745157814,,,taninos_mg_baya,taninos(mg/baya),123
rf,lofo_mixed,mixed,LOURDES,LOFO,GDA,1,60,11,0.7892573812102799,-0.2692694455068352,,,taninos_mg_baya,taninos(mg/baya),123
rf,lofo_mixed,mixed,NILAHUE,LOFO,GDA,1,65,6,0.37071658601959667,-0.7253497061182206,,,taninos_mg_baya,taninos(mg/baya),123
rf,lofo_mixed,mixed,PALO SANTO,LOFO,GDA,1,65,6,1.030444649096882,-3.7202915169933215,,,taninos_mg_baya,taninos(mg/baya),123
rf,lofo_mixed,mixed,PEUMO,LOFO,GDA,1,65,6,2.540257717605035,-22.8121470623531,,,taninos_mg_baya,taninos(mg/baya),123
rf,lofo_mixed,mixed,QUEBRADA DE AGUA,LOFO,GDA,1,65,6,0.8169278950295324,-1.9899903346436658,,,taninos_mg_baya,taninos(mg/baya),123
rf,lofo_mixed,mixed,QUINTA MAIPO,LOFO,GDA,1,65,6,1.4649999147051547,-6.184847221377702,,,taninos_mg_baya,taninos(mg/baya),123
rf,lofo_mixed,mixed,RAUCO,LOFO,GDA,1,65,6,1.335479903257052,-4.672240626503644,,,taninos_mg_baya,taninos(mg/baya),123
rf,lofo_mixed,mixed,SAN ADOLFO,LOFO,GDA,1,65,6,1.069862940433543,-3.4560570482669988,,,taninos_mg_baya,taninos(mg/baya),123
rf,lofo_mixed,mixed,VILLA ALEGRE,LOFO,GDA,1,65,6,1.463059659785123,-4.908960800457331,,,taninos_mg_baya,taninos(mg/baya),123
rf,lofo_mixed,mixed,IDAHUE,LOFO,GDA,1,65,6,0.678316539518529,-3.649119265647192,,,taninos_mg_baya,taninos(mg/baya),2026
rf,lofo_mixed,mixed,KEULE,LOFO,GDA,1,65,6,1.210956060329962,-9.242470813777642,,,taninos_mg_baya,taninos(mg/baya),2026
rf,lofo_mixed,mixed,LOURDES,LOFO,GDA,1,60,11,0.7814000562699118,-0.23975320480417595,,,taninos_mg_baya,taninos(mg/baya),2026
rf,lofo_mixed,mixed,NILAHUE,LOFO,GDA,1,65,6,0.35177359839206446,-0.6157450900257493,,,taninos_mg_baya,taninos(mg/baya),2026
rf,lofo_mixed,mixed,PALO SANTO,LOFO,GDA,1,65,6,1.0371444610312812,-3.8074476651116402,,,taninos_mg_baya,taninos(mg/baya),2026
rf,lofo_mixed,mixed,PEUMO,LOFO,GDA,1,65,6,2.501328717108041,-22.061016207538003,,,taninos_mg_baya,taninos(mg/baya),2026
rf,lofo_mixed,mixed,QUEBRADA DE AGUA,LOFO,GDA,1,65,6,0.7943212602762381,-1.936685061930282,,,taninos_mg_baya,taninos(mg/baya),2026
rf,lofo_mixed,mixed,QUINTA MAIPO,LOFO,GDA,1,65,6,1.4985116406934818,-6.465831890087111,,,taninos_mg_baya,taninos(mg/baya),2026
rf,lofo_mixed,mixed,RAUCO,LOFO,GDA,1,65,6,1.3783924692036393,-4.934866404886062,,,taninos_mg_baya,taninos(mg/baya),2026
rf,lofo_mixed,mixed,SAN ADOLFO,LOFO,GDA,1,65,6,1.0884881549455934,-3.5178959339094957,,,taninos_mg_baya,taninos(mg/baya),2026
rf,lofo_mixed,mixed,VILLA ALEGRE,LOFO,GDA,1,65,6,1.4304291507352473,-4.694194281156142,,,taninos_mg_baya,taninos(mg/baya),2026
