target_key,scheme,subset,split_id,method,predictors,seed,feature,perm_importance_mean,perm_importance_std,n_repeats
malvidina_3_o_acetilglucosido_mgeqmv_kg,cv5_mixed,mixed,1,CV5,GDA,42,GDA,3.762525271221674,2.8952166799748364,20
malvidina_3_o_acetilglucosido_mgeqmv_kg,cv5_mixed,mixed,2,CV5,GDA,42,GDA,-2.7202354635765564,4.374467212942509,20
malvidina_3_o_acetilglucosido_mgeqmv_kg,cv5_mixed,mixed,3,CV5,GDA,42,GDA,-4.235831299078423,2.4166908767872948,20
malvidina_3_o_acetilglucosido_mgeqmv_kg,cv5_mixed,mixed,4,CV5,GDA,42,GDA,-0.7389132035381746,3.3859935359878537,20
malvidina_3_o_acetilglucosido_mgeqmv_kg,cv5_mixed,mixed,5,CV5,GDA,42,GDA,2.4528861024025526,2.2310119343971837,20
malvidina_3_o_acetilglucosido_mgeqmv_kg,cv5_mixed,mixed,1,CV5,GDA,123,GDA,2.2086461838147775,3.3392750441120493,20
malvidina_3_o_acetilglucosido_mgeqmv_kg,cv5_mixed,mixed,2,CV5,GDA,123,GDA,-8.96664537883557,5.53773626758108,20
malvidina_3_o_acetilglucosido_mgeqmv_kg,cv5_mixed,mixed,3,CV5,GDA,123,GDA,-0.3271526171392317,3.755102899214997,20
malvidina_3_o_acetilglucosido_mgeqmv_kg,cv5_mixed,mixed,4,CV5,GDA,123,GDA,-8.429265477866975,5.880709792713174,20
malvidina_3_o_acetilglucosido_mgeqmv_kg,cv5_mixed,mixed,5,CV5,GDA,123,GDA,2.8009366712327206,3.439963601617867,20
malvidina_3_o_acetilglucosido_mgeqmv_kg,cv5_mixed,mixed,1,CV5,GDA,2026,GDA,0.6871226833179856,3.4003963024248427,20
malvidina_3_o_acetilglucosido_mgeqmv_kg,cv5_mixed,mixed,2,CV5,GDA,2026,GDA,-4.528274522531288,5.055844725280567,20
malvidina_3_o_acetilglucosido_mgeqmv_kg,cv5_mixed,mixed,3,CV5,GDA,2026,GDA,-7.298525183498079,5.011649480733163,20
malvidina_3_o_acetilglucosido_mgeqmv_kg,cv5_mixed,mixed,4,CV5,GDA,2026,GDA,3.803548806438917,2.629522403718378,20
malvidina_3_o_acetilglucosido_mgeqmv_kg,cv5_mixed,mixed,5,CV5,GDA,2026,GDA,4.608940956704781,3.5569548853243536,20
