model,scheme,subset,split_id,method,predictors,n_predictors,n_train,n_test,mae,r2,equation,complexity,target_key,target_column,seed
rf,cv5_mixed,mixed,1,CV5,GDA,1,22,6,13.121085431129993,-0.4173848501413384,,,malvidina_3_o_acetilglucosido_mgeqmv_kg,Malvidina-3-O-acetilglucósido(mgEqMv/Kg),42
rf,cv5_mixed,mixed,2,CV5,GDA,1,22,6,17.70691023961288,-1.4421323070963532,,,malvidina_3_o_acetilglucosido_mgeqmv_kg,Malvidina-3-O-acetilglucósido(mgEqMv/Kg),42
rf,cv5_mixed,mixed,3,CV5,GDA,1,22,6,26.923406896650267,-0.36449636116466055,,,malvidina_3_o_acetilglucosido_mgeqmv_kg,Malvidina-3-O-acetilglucósido(mgEqMv/Kg),42
rf,cv5_mixed,mixed,4,CV5,GDA,1,23,5,26.46835860819744,-0.6544691257651214,,,malvidina_3_o_acetilglucosido_mgeqmv_kg,Malvidina-3-O-acetilglucósido(mgEqMv/Kg),42
rf,cv5_mixed,mixed,5,CV5,GDA,1,23,5,24.14902347244902,-0.15030843776096292,,,malvidina_3_o_acetilglucosido_mgeqmv_kg,Malvidina-3-O-acetilglucósido(mgEqMv/Kg),42
rf,cv5_mixed,mixed,1,CV5,GDA,1,22,6,12.165418792709312,0.05736579751661908,,,malvidina_3_o_acetilglucosido_mgeqmv_kg,Malvidina-3-O-acetilglucósido(mgEqMv/Kg),123
rf,cv5_mixed,mixed,2,CV5,GDA,1,22,6,34.481644115205576,-1.5137806913472605,,,malvidina_3_o_acetilglucosido_mgeqmv_kg,Malvidina-3-O-acetilglucósido(mgEqMv/Kg),123
rf,cv5_mixed,mixed,3,CV5,GDA,1,22,6,29.997161162178344,-0.29646536691147074,,,malvidina_3_o_acetilglucosido_mgeqmv_kg,Malvidina-3-O-acetilglucósido(mgEqMv/Kg),123
rf,cv5_mixed,mixed,4,CV5,GDA,1,23,5,33.421985040010284,-1.1932426022781901,,,malvidina_3_o_acetilglucosido_mgeqmv_kg,Malvidina-3-O-acetilglucósido(mgEqMv/Kg),123
rf,cv5_mixed,mixed,5,CV5,GDA,1,23,5,11.690067218531482,0.10028818834775477,,,malvidina_3_o_acetilglucosido_mgeqmv_kg,Malvidina-3-O-acetilglucósido(mgEqMv/Kg),123
rf,cv5_mixed,mixed,1,CV5,GDA,1,22,6,15.411117228596448,-0.41280435028865403,,,malvidina_3_o_acetilglucosido_mgeqmv_kg,Malvidina-3-O-acetilglucósido(mgEqMv/Kg),2026
rf,cv5_mixed,mixed,2,CV5,GDA,1,22,6,24.82406414179286,-0.8730827714789322,,,malvidina_3_o_acetilglucosido_mgeqmv_kg,Malvidina-3-O-acetilglucósido(mgEqMv/Kg),2026
rf,cv5_mixed,mixed,3,CV5,GDA,1,22,6,31.545172823521828,-1.4059278522474052,,,malvidina_3_o_acetilglucosido_mgeqmv_kg,Malvidina-3-O-acetilglucósido(mgEqMv/Kg),2026
rf,cv5_mixed,mixed,4,CV5,GDA,1,23,5,19.560491313082906,-0.03315591662549311,,,malvidina_3_o_acetilglucosido_mgeqmv_kg,Malvidina-3-O-acetilglucósido(mgEqMv/Kg),2026
rf,cv5_mixed,mixed,5,CV5,GDA,1,23,5,20.25015280923648,-0.04392060551379995,,,malvidina_3_o_acetilglucosido_mgeqmv_kg,Malvidina-3-O-acetilglucósido(mgEqMv/Kg),2026
