target_key,scheme,subset,split_id,method,predictors,seed,feature,shap_mean_abs
suma_antocianinas_totales_mgeqmv_kg,cv5_mixed,mixed,1,CV5,VPD_medio_acum,42,VPD_medio_acum,103.53730847936554
suma_antocianinas_totales_mgeqmv_kg,cv5_mixed,mixed,2,CV5,VPD_medio_acum,42,VPD_medio_acum,102.42829107599721
suma_antocianinas_totales_mgeqmv_kg,cv5_mixed,mixed,3,CV5,VPD_medio_acum,42,VPD_medio_acum,148.64891073154473
suma_antocianinas_totales_mgeqmv_kg,cv5_mixed,mixed,4,CV5,VPD_medio_acum,42,VPD_medio_acum,102.39744649452658
suma_antocianinas_totales_mgeqmv_kg,cv5_mixed,mixed,5,CV5,VPD_medio_acum,42,VPD_medio_acum,84.0757972657913
suma_antocianinas_totales_mgeqmv_kg,cv5_mixed,mixed,1,CV5,VPD_medio_acum,123,VPD_medio_acum,80.13994466442983
suma_antocianinas_totales_mgeqmv_kg,cv5_mixed,mixed,2,CV5,VPD_medio_acum,123,VPD_medio_acum,85.90684000617205
suma_antocianinas_totales_mgeqmv_kg,cv5_mixed,mixed,3,CV5,VPD_medio_acum,123,VPD_medio_acum,139.61715984848507
suma_antocianinas_totales_mgeqmv_kg,cv5_mixed,mixed,4,CV5,VPD_medio_acum,123,VPD_medio_acum,150.08209582199305
suma_antocianinas_totales_mgeqmv_kg,cv5_mixed,mixed,5,CV5,VPD_medio_acum,123,VPD_medio_acum,113.95238094122581
suma_antocianinas_totales_mgeqmv_kg,cv5_mixed,mixed,1,CV5,VPD_medio_acum,2026,VPD_medio_acum,56.17309773002333
suma_antocianinas_totales_mgeqmv_kg,cv5_mixed,mixed,2,CV5,VPD_medio_acum,2026,VPD_medio_acum,89.75749461068784
suma_antocianinas_totales_mgeqmv_kg,cv5_mixed,mixed,3,CV5,VPD_medio_acum,2026,VPD_medio_acum,142.29268423575047
suma_antocianinas_totales_mgeqmv_kg,cv5_mixed,mixed,4,CV5,VPD_medio_acum,2026,VPD_medio_acum,140.0720662688625
suma_antocianinas_totales_mgeqmv_kg,cv5_mixed,mixed,5,CV5,VPD_medio_acum,2026,VPD_medio_acum,87.76362389816894
